ip_id,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
3176,33,3.0,15.0,27.0,27.0,9.0,18.0,57.0,42.0
3177,38,13.0,10.0,26.0,18.0,13.0,18.0,36.0,63.0
3178,35,5.0,25.0,17.0,22.0,8.0,20.0,51.0,48.0
3179,38,7.0,15.0,21.0,26.0,10.0,18.0,60.0,39.0
318,26,15.0,15.0,19.0,15.0,3.0,30.0,50.0,50.0
3180,35,5.0,25.0,14.0,17.0,17.0,20.0,65.0,34.0
3181,36,5.0,27.0,19.0,22.0,8.0,16.0,61.0,38.0
3182,38,2.0,18.0,26.0,23.0,10.0,18.0,60.0,39.0
3183,40,7.0,22.0,22.0,17.0,12.0,17.0,52.0,47.0
3184,32,6.0,12.0,18.0,15.0,18.0,28.0,56.0,43.0
3185,49,10.0,18.0,22.0,16.0,12.0,20.0,63.0,36.0
3186,27,14.0,18.0,14.0,22.0,7.0,22.0,44.0,55.0
3187,35,11.0,20.0,31.0,11.0,14.0,11.0,48.0,51.0
3188,41,19.0,12.0,7.0,31.0,12.0,17.0,43.0,56.0
3189,32,6.0,6.0,25.0,15.0,12.0,34.0,46.0,53.0
319,40,7.0,17.0,32.0,25.0,7.0,10.0,55.0,45.0
3190,36,0.0,25.0,33.0,19.0,5.0,16.0,61.0,38.0
3191,37,8.0,18.0,21.0,21.0,10.0,18.0,64.0,35.0
3192,40,12.0,20.0,27.0,22.0,12.0,5.0,62.0,37.0
3193,34,5.0,11.0,14.0,17.0,14.0,35.0,55.0,44.0
3194,31,12.0,12.0,25.0,22.0,16.0,9.0,51.0,48.0
3195,36,11.0,16.0,16.0,22.0,11.0,22.0,47.0,52.0
3196,27,7.0,22.0,7.0,18.0,11.0,33.0,51.0,48.0
3197,39,15.0,17.0,20.0,12.0,12.0,20.0,51.0,48.0
3198,28,21.0,21.0,17.0,10.0,7.0,21.0,35.0,64.0
3199,34,5.0,17.0,20.0,20.0,11.0,23.0,79.0,20.0
32,53,7.0,22.0,16.0,20.0,13.0,18.0,62.0,37.0
320,36,5.0,11.0,38.0,11.0,13.0,19.0,38.0,61.0
3200,41,9.0,24.0,24.0,14.0,9.0,17.0,60.0,39.0
3201,39,7.0,20.0,23.0,23.0,2.0,23.0,53.0,46.0
3202,45,11.0,28.0,11.0,15.0,8.0,24.0,64.0,35.0
3203,34,0.0,29.0,35.0,8.0,14.0,11.0,61.0,38.0
3204,32,9.0,9.0,31.0,25.0,3.0,21.0,46.0,53.0
3205,38,5.0,18.0,31.0,21.0,7.0,15.0,42.0,57.0
3206,35,14.0,28.0,8.0,20.0,2.0,25.0,45.0,54.0
3207,37,10.0,16.0,27.0,27.0,5.0,13.0,59.0,40.0
3208,43,13.0,18.0,13.0,23.0,6.0,23.0,51.0,48.0
3209,43,16.0,13.0,18.0,13.0,18.0,18.0,44.0,55.0
321,29,20.0,17.0,24.0,13.0,13.0,10.0,51.0,48.0
3210,35,8.0,22.0,20.0,11.0,2.0,34.0,48.0,51.0
3211,40,17.0,17.0,30.0,15.0,12.0,7.0,52.0,47.0
3212,34,2.0,23.0,23.0,11.0,11.0,26.0,55.0,44.0
3213,36,2.0,25.0,16.0,16.0,11.0,27.0,47.0,52.0
3214,39,15.0,23.0,20.0,15.0,7.0,17.0,46.0,53.0
3215,33,12.0,12.0,12.0,18.0,18.0,27.0,54.0,45.0
3216,36,2.0,19.0,27.0,27.0,8.0,13.0,38.0,61.0
3217,36,11.0,2.0,19.0,16.0,8.0,41.0,50.0,50.0
3218,39,15.0,30.0,17.0,10.0,5.0,20.0,38.0,61.0
3219,38,5.0,21.0,26.0,18.0,10.0,18.0,55.0,44.0
322,40,12.0,20.0,27.0,20.0,5.0,15.0,50.0,50.0
3220,35,8.0,31.0,17.0,20.0,2.0,20.0,54.0,45.0
3221,42,7.0,21.0,23.0,21.0,11.0,14.0,47.0,52.0
3222,33,3.0,30.0,24.0,21.0,6.0,15.0,57.0,42.0
3223,34,8.0,14.0,32.0,14.0,17.0,11.0,44.0,55.0
3224,37,13.0,16.0,21.0,16.0,5.0,27.0,40.0,59.0
3225,39,2.0,25.0,35.0,15.0,12.0,7.0,61.0,38.0
3226,41,14.0,19.0,21.0,17.0,9.0,17.0,41.0,58.0
3227,33,3.0,18.0,21.0,24.0,12.0,21.0,57.0,42.0
3228,39,10.0,10.0,28.0,23.0,5.0,23.0,51.0,48.0
3229,35,5.0,11.0,22.0,20.0,11.0,28.0,62.0,37.0
323,36,2.0,22.0,13.0,38.0,13.0,8.0,63.0,36.0
3230,30,6.0,33.0,10.0,26.0,6.0,16.0,46.0,53.0
3231,34,14.0,14.0,23.0,20.0,11.0,14.0,41.0,58.0
3232,45,11.0,15.0,17.0,17.0,11.0,26.0,53.0,46.0
3233,27,14.0,18.0,11.0,11.0,11.0,33.0,48.0,51.0
3234,42,2.0,11.0,19.0,23.0,9.0,33.0,50.0,50.0
3235,29,6.0,24.0,17.0,24.0,6.0,20.0,62.0,37.0
3236,44,6.0,22.0,31.0,22.0,2.0,13.0,52.0,47.0
3237,34,11.0,20.0,11.0,26.0,17.0,11.0,58.0,41.0
3238,41,9.0,12.0,26.0,14.0,12.0,24.0,48.0,51.0
3239,42,11.0,19.0,28.0,16.0,2.0,21.0,42.0,57.0
324,32,15.0,15.0,15.0,31.0,9.0,12.0,50.0,50.0
3240,32,6.0,12.0,28.0,25.0,12.0,15.0,53.0,46.0
3241,37,10.0,24.0,21.0,16.0,2.0,24.0,54.0,45.0
3242,45,6.0,20.0,24.0,24.0,15.0,8.0,48.0,51.0
3243,29,13.0,37.0,6.0,24.0,6.0,10.0,44.0,55.0
3244,38,7.0,23.0,18.0,21.0,7.0,21.0,52.0,47.0
3245,39,12.0,25.0,17.0,12.0,7.0,23.0,48.0,51.0
3246,35,17.0,17.0,22.0,17.0,8.0,17.0,31.0,68.0
3247,32,15.0,21.0,25.0,18.0,3.0,15.0,53.0,46.0
3248,54,3.0,14.0,14.0,35.0,16.0,14.0,66.0,33.0
3249,47,6.0,29.0,21.0,23.0,4.0,14.0,59.0,40.0
325,33,18.0,27.0,6.0,18.0,6.0,24.0,33.0,66.0
3250,37,13.0,16.0,21.0,21.0,10.0,16.0,51.0,48.0
3251,36,11.0,22.0,22.0,22.0,11.0,11.0,52.0,47.0
3252,28,14.0,25.0,7.0,32.0,10.0,10.0,46.0,53.0
3253,42,7.0,26.0,23.0,23.0,4.0,14.0,54.0,45.0
3254,38,10.0,15.0,13.0,23.0,10.0,26.0,63.0,36.0
3255,36,8.0,19.0,22.0,25.0,16.0,8.0,50.0,50.0
3256,32,6.0,21.0,15.0,15.0,9.0,31.0,43.0,56.0
3257,41,12.0,24.0,12.0,17.0,14.0,19.0,51.0,48.0
3258,39,12.0,23.0,28.0,5.0,10.0,20.0,46.0,53.0
3259,40,5.0,12.0,22.0,25.0,20.0,15.0,57.0,42.0
326,39,5.0,38.0,7.0,20.0,7.0,20.0,53.0,46.0
3260,29,17.0,13.0,17.0,27.0,13.0,10.0,41.0,58.0
3261,41,7.0,14.0,21.0,17.0,17.0,21.0,65.0,34.0
3262,45,8.0,26.0,15.0,20.0,8.0,20.0,57.0,42.0
3263,39,10.0,17.0,23.0,17.0,12.0,17.0,48.0,51.0
3264,37,13.0,24.0,29.0,18.0,5.0,8.0,45.0,54.0
3265,51,9.0,27.0,11.0,13.0,11.0,25.0,45.0,54.0
3266,38,5.0,18.0,26.0,26.0,13.0,10.0,55.0,44.0
3267,42,11.0,11.0,21.0,26.0,9.0,19.0,45.0,54.0
3268,40,15.0,12.0,20.0,17.0,17.0,17.0,50.0,50.0
3269,43,6.0,18.0,20.0,13.0,6.0,32.0,48.0,51.0
327,28,7.0,21.0,7.0,17.0,10.0,35.0,42.0,57.0
3270,28,7.0,35.0,21.0,14.0,3.0,17.0,53.0,46.0
3271,42,7.0,19.0,38.0,19.0,4.0,11.0,61.0,38.0
3272,30,16.0,20.0,23.0,13.0,3.0,23.0,36.0,63.0
3273,44,11.0,18.0,18.0,22.0,11.0,18.0,45.0,54.0
3274,38,7.0,23.0,15.0,23.0,18.0,10.0,50.0,50.0
3275,45,4.0,31.0,24.0,11.0,13.0,15.0,42.0,57.0
3276,34,14.0,29.0,11.0,23.0,5.0,14.0,55.0,44.0
3277,32,9.0,21.0,9.0,31.0,12.0,15.0,59.0,40.0
3278,35,8.0,22.0,17.0,20.0,11.0,20.0,57.0,42.0
3279,45,15.0,8.0,26.0,15.0,20.0,13.0,60.0,40.0
328,42,16.0,21.0,21.0,16.0,9.0,14.0,45.0,54.0
3280,40,15.0,22.0,12.0,22.0,7.0,20.0,40.0,60.0
3281,24,16.0,12.0,25.0,16.0,4.0,25.0,50.0,50.0
3282,31,9.0,16.0,32.0,16.0,12.0,12.0,54.0,45.0
3283,36,2.0,22.0,22.0,16.0,8.0,27.0,55.0,44.0
3284,37,2.0,24.0,27.0,18.0,13.0,13.0,67.0,32.0
3285,43,9.0,18.0,11.0,23.0,9.0,27.0,62.0,37.0
3286,37,16.0,10.0,13.0,29.0,10.0,18.0,48.0,51.0
3287,34,5.0,17.0,35.0,20.0,2.0,17.0,55.0,44.0
3288,30,10.0,20.0,13.0,23.0,16.0,16.0,50.0,50.0
3289,35,11.0,20.0,22.0,14.0,5.0,25.0,45.0,54.0
329,47,0.0,21.0,31.0,21.0,4.0,21.0,42.0,57.0
3290,41,21.0,21.0,19.0,12.0,7.0,17.0,41.0,58.0
3291,39,2.0,10.0,23.0,25.0,15.0,23.0,51.0,48.0
3292,49,4.0,20.0,20.0,28.0,10.0,16.0,51.0,48.0
3293,29,13.0,24.0,20.0,24.0,0.0,17.0,44.0,55.0
3294,33,15.0,21.0,21.0,15.0,6.0,21.0,48.0,51.0
3295,51,7.0,25.0,13.0,21.0,13.0,17.0,60.0,39.0
3296,36,5.0,13.0,19.0,30.0,16.0,13.0,61.0,38.0
3297,34,2.0,14.0,35.0,20.0,11.0,14.0,44.0,55.0
3298,31,3.0,41.0,9.0,22.0,6.0,16.0,48.0,51.0
3299,41,17.0,24.0,21.0,19.0,4.0,12.0,41.0,58.0
33,34,8.0,17.0,17.0,20.0,8.0,26.0,44.0,55.0
330,33,3.0,24.0,15.0,21.0,9.0,27.0,45.0,54.0
3300,34,5.0,14.0,17.0,26.0,20.0,14.0,61.0,38.0
3301,44,11.0,15.0,18.0,27.0,13.0,13.0,59.0,40.0
3302,43,9.0,23.0,23.0,18.0,4.0,20.0,46.0,53.0
3303,28,17.0,14.0,25.0,21.0,10.0,10.0,71.0,28.0
3304,35,8.0,17.0,14.0,28.0,14.0,17.0,48.0,51.0
3305,42,2.0,28.0,19.0,23.0,9.0,16.0,52.0,47.0
3306,33,9.0,18.0,21.0,21.0,12.0,18.0,54.0,45.0
3307,47,17.0,17.0,17.0,17.0,8.0,23.0,44.0,55.0
3308,28,3.0,39.0,7.0,14.0,7.0,28.0,46.0,53.0
3309,53,3.0,22.0,24.0,13.0,11.0,24.0,60.0,39.0
331,42,16.0,14.0,26.0,26.0,2.0,14.0,50.0,50.0
3310,41,9.0,21.0,12.0,14.0,9.0,31.0,51.0,48.0
3311,31,3.0,19.0,22.0,29.0,3.0,22.0,41.0,58.0
3312,44,11.0,15.0,25.0,20.0,11.0,15.0,47.0,52.0
3313,30,10.0,20.0,20.0,20.0,16.0,13.0,50.0,50.0
3314,42,11.0,21.0,14.0,19.0,9.0,23.0,47.0,52.0
3315,32,6.0,12.0,25.0,28.0,3.0,25.0,62.0,37.0
3316,29,0.0,20.0,24.0,37.0,3.0,13.0,72.0,27.0
3317,32,12.0,21.0,34.0,15.0,3.0,12.0,37.0,62.0
3318,31,19.0,9.0,25.0,19.0,9.0,16.0,25.0,74.0
3319,40,5.0,25.0,15.0,12.0,5.0,37.0,50.0,50.0
332,34,11.0,20.0,23.0,17.0,5.0,20.0,44.0,55.0
3320,34,11.0,17.0,29.0,11.0,5.0,23.0,52.0,47.0
3321,28,3.0,17.0,25.0,3.0,10.0,39.0,53.0,46.0
3322,44,6.0,25.0,27.0,11.0,11.0,18.0,56.0,43.0
3323,35,14.0,17.0,17.0,25.0,2.0,22.0,48.0,51.0
3324,38,10.0,13.0,23.0,18.0,7.0,26.0,55.0,44.0
3325,35,11.0,25.0,11.0,17.0,17.0,17.0,57.0,42.0
3326,53,11.0,20.0,20.0,9.0,18.0,18.0,47.0,52.0
3327,38,7.0,13.0,21.0,28.0,10.0,18.0,52.0,47.0
3328,37,8.0,10.0,10.0,27.0,21.0,21.0,56.0,43.0
3329,38,7.0,10.0,21.0,28.0,15.0,15.0,50.0,50.0
333,26,23.0,23.0,11.0,26.0,0.0,15.0,38.0,61.0
3330,39,5.0,17.0,20.0,17.0,7.0,30.0,58.0,41.0
3331,41,4.0,26.0,34.0,12.0,9.0,12.0,60.0,39.0
3332,41,9.0,7.0,26.0,34.0,2.0,19.0,39.0,60.0
3333,42,2.0,28.0,21.0,19.0,7.0,21.0,50.0,50.0
3334,52,5.0,23.0,21.0,26.0,13.0,9.0,55.0,44.0
3335,36,8.0,16.0,13.0,27.0,11.0,22.0,55.0,44.0
3336,39,7.0,17.0,23.0,20.0,12.0,17.0,43.0,56.0
3337,36,8.0,22.0,25.0,16.0,8.0,19.0,44.0,55.0
3338,35,5.0,31.0,17.0,17.0,8.0,20.0,48.0,51.0
3339,34,2.0,23.0,29.0,23.0,2.0,17.0,47.0,52.0
334,36,19.0,11.0,16.0,19.0,5.0,27.0,47.0,52.0
3340,40,5.0,15.0,27.0,20.0,17.0,15.0,52.0,47.0
3341,34,14.0,20.0,26.0,17.0,11.0,8.0,52.0,47.0
3342,29,6.0,24.0,20.0,20.0,6.0,20.0,41.0,58.0
3343,37,16.0,24.0,13.0,29.0,2.0,13.0,45.0,54.0
3344,33,3.0,15.0,39.0,15.0,9.0,18.0,57.0,42.0
3345,31,12.0,19.0,19.0,19.0,9.0,19.0,41.0,58.0
3346,26,15.0,23.0,23.0,15.0,0.0,23.0,38.0,61.0
3347,32,9.0,15.0,21.0,40.0,3.0,9.0,53.0,46.0
3348,45,11.0,13.0,26.0,22.0,11.0,15.0,55.0,44.0
3349,41,14.0,24.0,17.0,4.0,19.0,19.0,39.0,60.0
335,53,9.0,26.0,13.0,22.0,7.0,20.0,54.0,45.0
3350,37,10.0,18.0,18.0,18.0,16.0,16.0,48.0,51.0
3351,38,7.0,13.0,13.0,34.0,7.0,23.0,55.0,44.0
3352,40,12.0,20.0,25.0,12.0,15.0,15.0,50.0,50.0
3353,30,23.0,10.0,16.0,13.0,13.0,23.0,40.0,60.0
3354,37,8.0,8.0,16.0,29.0,18.0,18.0,54.0,45.0
3355,43,11.0,18.0,27.0,16.0,6.0,18.0,53.0,46.0
3356,41,2.0,29.0,17.0,17.0,19.0,14.0,56.0,43.0
3357,31,12.0,22.0,25.0,22.0,0.0,16.0,45.0,54.0
3358,31,16.0,22.0,12.0,22.0,6.0,19.0,54.0,45.0
3359,33,6.0,15.0,15.0,39.0,6.0,18.0,48.0,51.0
336,34,2.0,14.0,17.0,23.0,14.0,26.0,52.0,47.0
3360,47,6.0,25.0,12.0,12.0,14.0,27.0,44.0,55.0
3361,47,6.0,25.0,19.0,21.0,12.0,14.0,61.0,38.0
3362,38,5.0,15.0,18.0,21.0,15.0,23.0,60.0,39.0
3363,46,4.0,19.0,15.0,21.0,8.0,30.0,50.0,50.0
3364,45,4.0,28.0,15.0,11.0,13.0,26.0,60.0,40.0
3365,48,8.0,22.0,14.0,22.0,10.0,20.0,45.0,54.0
3366,34,8.0,26.0,17.0,20.0,11.0,14.0,50.0,50.0
3367,32,15.0,15.0,9.0,21.0,9.0,28.0,53.0,46.0
3368,33,15.0,27.0,9.0,15.0,6.0,27.0,54.0,45.0
3369,33,6.0,21.0,18.0,15.0,9.0,30.0,45.0,54.0
337,36,13.0,19.0,16.0,30.0,2.0,16.0,52.0,47.0
3370,51,11.0,15.0,25.0,9.0,13.0,23.0,39.0,60.0
3371,34,2.0,20.0,20.0,29.0,11.0,14.0,52.0,47.0
3372,21,4.0,19.0,14.0,14.0,28.0,19.0,57.0,42.0
3373,34,11.0,29.0,17.0,14.0,8.0,17.0,55.0,44.0
3374,42,7.0,26.0,16.0,28.0,7.0,14.0,47.0,52.0
3375,39,12.0,17.0,23.0,12.0,20.0,12.0,41.0,58.0
3376,34,17.0,26.0,8.0,11.0,11.0,23.0,47.0,52.0
3377,32,3.0,31.0,21.0,18.0,12.0,12.0,50.0,50.0
3378,38,5.0,26.0,15.0,28.0,10.0,13.0,55.0,44.0
3379,37,5.0,29.0,27.0,16.0,5.0,16.0,48.0,51.0
338,50,14.0,22.0,16.0,18.0,4.0,26.0,46.0,54.0
3380,41,7.0,21.0,24.0,19.0,17.0,9.0,43.0,56.0
3381,44,11.0,11.0,18.0,29.0,11.0,18.0,52.0,47.0
3382,42,9.0,16.0,11.0,19.0,19.0,23.0,61.0,38.0
3383,28,7.0,10.0,17.0,21.0,21.0,21.0,46.0,53.0
3384,44,9.0,13.0,25.0,20.0,11.0,20.0,56.0,43.0
3385,28,10.0,17.0,28.0,25.0,3.0,14.0,53.0,46.0
3386,24,4.0,8.0,29.0,20.0,16.0,20.0,58.0,41.0
3387,39,15.0,15.0,23.0,20.0,5.0,20.0,51.0,48.0
3388,49,6.0,10.0,30.0,10.0,14.0,28.0,51.0,48.0
3389,40,5.0,17.0,30.0,17.0,15.0,15.0,45.0,55.0
339,38,5.0,23.0,23.0,26.0,0.0,21.0,57.0,42.0
3390,41,12.0,21.0,24.0,19.0,7.0,14.0,53.0,46.0
3391,50,14.0,26.0,14.0,16.0,6.0,24.0,42.0,58.0
3392,45,6.0,24.0,24.0,15.0,4.0,24.0,46.0,53.0
3393,31,6.0,16.0,12.0,35.0,9.0,19.0,67.0,32.0
3394,37,13.0,21.0,18.0,27.0,5.0,13.0,51.0,48.0
3395,38,15.0,26.0,23.0,15.0,5.0,13.0,52.0,47.0
3396,38,21.0,13.0,7.0,15.0,5.0,36.0,50.0,50.0
3397,38,15.0,10.0,31.0,15.0,18.0,7.0,63.0,36.0
3398,39,10.0,20.0,12.0,30.0,7.0,17.0,64.0,35.0
3399,31,12.0,12.0,19.0,9.0,12.0,32.0,35.0,64.0
34,33,6.0,18.0,27.0,30.0,9.0,9.0,36.0,63.0
340,40,12.0,10.0,22.0,20.0,17.0,17.0,40.0,60.0
3400,35,5.0,8.0,14.0,25.0,20.0,25.0,57.0,42.0
3401,38,13.0,13.0,23.0,13.0,10.0,26.0,57.0,42.0
3402,38,13.0,18.0,23.0,23.0,5.0,15.0,50.0,50.0
3403,32,3.0,31.0,12.0,28.0,9.0,15.0,53.0,46.0
3404,37,13.0,24.0,16.0,24.0,5.0,16.0,56.0,43.0
3405,28,14.0,10.0,28.0,28.0,3.0,14.0,67.0,32.0
3406,34,8.0,29.0,29.0,14.0,8.0,8.0,41.0,58.0
3407,34,2.0,32.0,14.0,35.0,11.0,2.0,47.0,52.0
3408,44,13.0,22.0,2.0,25.0,4.0,31.0,43.0,56.0
3409,31,25.0,3.0,22.0,19.0,19.0,9.0,41.0,58.0
341,39,15.0,20.0,20.0,17.0,7.0,17.0,51.0,48.0
3410,44,9.0,22.0,15.0,29.0,6.0,15.0,54.0,45.0
3411,43,11.0,16.0,9.0,18.0,9.0,34.0,53.0,46.0
3412,43,6.0,25.0,16.0,16.0,4.0,30.0,51.0,48.0
3413,39,10.0,15.0,20.0,15.0,17.0,20.0,56.0,43.0
3414,38,7.0,21.0,7.0,31.0,5.0,26.0,39.0,60.0
3415,38,7.0,7.0,18.0,23.0,7.0,34.0,57.0,42.0
3416,43,18.0,23.0,18.0,16.0,9.0,13.0,37.0,62.0
3417,34,8.0,32.0,14.0,14.0,11.0,17.0,38.0,61.0
3418,33,15.0,15.0,30.0,24.0,3.0,12.0,48.0,51.0
3419,23,13.0,30.0,17.0,8.0,13.0,17.0,43.0,56.0
342,36,16.0,19.0,16.0,19.0,2.0,25.0,36.0,63.0
3420,33,9.0,21.0,24.0,18.0,9.0,18.0,48.0,51.0
3421,31,19.0,3.0,22.0,12.0,22.0,19.0,41.0,58.0
3422,44,9.0,11.0,15.0,27.0,11.0,25.0,47.0,52.0
3423,41,7.0,19.0,36.0,4.0,7.0,24.0,51.0,48.0
3424,39,7.0,12.0,10.0,33.0,5.0,30.0,64.0,35.0
3425,35,5.0,22.0,14.0,25.0,8.0,22.0,71.0,28.0
3426,47,17.0,14.0,19.0,14.0,8.0,25.0,25.0,74.0
3427,29,17.0,13.0,31.0,10.0,13.0,13.0,34.0,65.0
3428,37,18.0,24.0,18.0,29.0,2.0,5.0,51.0,48.0
3429,39,5.0,10.0,17.0,30.0,12.0,23.0,48.0,51.0
343,30,13.0,16.0,13.0,20.0,10.0,26.0,60.0,40.0
3430,51,7.0,15.0,17.0,19.0,15.0,23.0,60.0,39.0
3431,41,14.0,31.0,7.0,29.0,4.0,12.0,48.0,51.0
3432,32,6.0,25.0,18.0,21.0,6.0,21.0,40.0,59.0
3433,30,26.0,16.0,10.0,26.0,3.0,16.0,36.0,63.0
3434,38,7.0,28.0,10.0,15.0,13.0,23.0,44.0,55.0
3435,40,12.0,17.0,20.0,22.0,7.0,20.0,55.0,45.0
3436,30,13.0,16.0,26.0,13.0,3.0,26.0,46.0,53.0
3437,34,14.0,11.0,29.0,17.0,8.0,17.0,55.0,44.0
3438,31,12.0,19.0,9.0,29.0,3.0,25.0,48.0,51.0
3439,37,8.0,18.0,24.0,13.0,13.0,21.0,45.0,54.0
344,42,9.0,16.0,26.0,23.0,11.0,11.0,57.0,42.0
3440,45,15.0,13.0,24.0,17.0,15.0,13.0,46.0,53.0
3441,39,12.0,23.0,20.0,20.0,10.0,12.0,53.0,46.0
3442,51,9.0,15.0,23.0,13.0,15.0,21.0,49.0,50.0
3443,48,10.0,27.0,16.0,20.0,8.0,16.0,41.0,58.0
3444,36,2.0,19.0,19.0,27.0,11.0,19.0,44.0,55.0
3445,40,12.0,10.0,22.0,25.0,7.0,22.0,47.0,52.0
3446,35,2.0,28.0,20.0,20.0,17.0,11.0,62.0,37.0
3447,33,3.0,6.0,36.0,21.0,18.0,15.0,54.0,45.0
3448,29,17.0,20.0,24.0,20.0,0.0,17.0,37.0,62.0
3449,38,7.0,10.0,31.0,15.0,10.0,23.0,47.0,52.0
345,40,2.0,17.0,25.0,25.0,12.0,17.0,60.0,40.0
3450,31,0.0,25.0,16.0,25.0,22.0,9.0,51.0,48.0
3451,35,11.0,14.0,25.0,20.0,14.0,14.0,45.0,54.0
3452,39,5.0,20.0,25.0,10.0,10.0,28.0,56.0,43.0
3453,39,5.0,23.0,30.0,15.0,7.0,17.0,51.0,48.0
3454,29,10.0,41.0,13.0,6.0,6.0,20.0,41.0,58.0
3455,34,8.0,26.0,17.0,17.0,14.0,14.0,61.0,38.0
3456,30,3.0,26.0,26.0,26.0,0.0,16.0,43.0,56.0
3457,36,11.0,19.0,13.0,25.0,11.0,19.0,38.0,61.0
3458,35,11.0,34.0,20.0,5.0,5.0,22.0,45.0,54.0
3459,36,8.0,27.0,13.0,19.0,11.0,19.0,58.0,41.0
346,50,16.0,16.0,20.0,22.0,4.0,22.0,32.0,68.0
3460,44,9.0,20.0,25.0,18.0,11.0,15.0,61.0,38.0
3461,30,10.0,20.0,26.0,13.0,13.0,16.0,60.0,40.0
3462,32,18.0,18.0,21.0,12.0,12.0,15.0,50.0,50.0
3463,38,10.0,18.0,23.0,21.0,7.0,18.0,44.0,55.0
3464,48,2.0,29.0,25.0,20.0,8.0,14.0,50.0,50.0
3465,38,7.0,13.0,13.0,23.0,10.0,31.0,44.0,55.0
3466,34,5.0,17.0,32.0,14.0,8.0,20.0,44.0,55.0
3467,36,16.0,13.0,13.0,19.0,8.0,27.0,44.0,55.0
3468,31,12.0,29.0,12.0,22.0,12.0,9.0,64.0,35.0
3469,42,7.0,26.0,16.0,21.0,9.0,19.0,42.0,57.0
347,33,12.0,18.0,24.0,30.0,6.0,9.0,39.0,60.0
3470,29,20.0,34.0,3.0,27.0,3.0,10.0,37.0,62.0
3471,29,27.0,3.0,13.0,13.0,6.0,34.0,37.0,62.0
3472,34,2.0,29.0,14.0,32.0,11.0,8.0,58.0,41.0
3473,42,11.0,9.0,9.0,21.0,19.0,28.0,59.0,40.0
3474,51,11.0,13.0,25.0,17.0,5.0,25.0,47.0,52.0
3475,41,19.0,12.0,19.0,17.0,12.0,19.0,48.0,51.0
3476,39,7.0,12.0,28.0,28.0,5.0,17.0,48.0,51.0
3477,29,17.0,20.0,13.0,10.0,17.0,20.0,55.0,44.0
3478,34,2.0,23.0,26.0,23.0,8.0,14.0,52.0,47.0
3479,37,5.0,18.0,10.0,10.0,10.0,43.0,45.0,54.0
348,44,11.0,20.0,25.0,15.0,6.0,20.0,50.0,50.0
3480,29,6.0,34.0,20.0,17.0,3.0,17.0,51.0,48.0
3481,43,16.0,18.0,16.0,20.0,11.0,16.0,44.0,55.0
3482,27,3.0,14.0,7.0,29.0,14.0,29.0,51.0,48.0
3483,39,12.0,23.0,20.0,12.0,7.0,23.0,53.0,46.0
3484,34,0.0,11.0,14.0,35.0,17.0,20.0,55.0,44.0
3485,38,10.0,23.0,18.0,26.0,2.0,18.0,44.0,55.0
3486,35,8.0,22.0,28.0,20.0,8.0,11.0,51.0,48.0
3487,37,18.0,10.0,18.0,29.0,16.0,5.0,45.0,54.0
3488,28,14.0,25.0,21.0,17.0,7.0,14.0,39.0,60.0
3489,25,8.0,24.0,20.0,16.0,8.0,24.0,60.0,40.0
349,39,5.0,12.0,33.0,15.0,20.0,12.0,51.0,48.0
3490,32,6.0,15.0,25.0,21.0,9.0,21.0,34.0,65.0
3491,33,12.0,27.0,12.0,15.0,9.0,24.0,45.0,54.0
3492,34,14.0,8.0,38.0,14.0,2.0,20.0,52.0,47.0
3493,35,8.0,20.0,28.0,22.0,2.0,17.0,54.0,45.0
3494,42,7.0,9.0,26.0,21.0,4.0,30.0,64.0,35.0
3495,36,13.0,16.0,11.0,25.0,8.0,25.0,50.0,50.0
3496,51,13.0,17.0,13.0,27.0,15.0,11.0,50.0,49.0
3497,39,17.0,15.0,12.0,30.0,2.0,20.0,43.0,56.0
3498,34,5.0,14.0,20.0,14.0,17.0,26.0,70.0,29.0
3499,42,14.0,30.0,23.0,11.0,4.0,14.0,57.0,42.0
35,31,16.0,16.0,22.0,22.0,6.0,16.0,48.0,51.0
350,35,14.0,20.0,20.0,8.0,20.0,17.0,57.0,42.0
3500,30,16.0,16.0,16.0,16.0,10.0,23.0,53.0,46.0
3501,40,10.0,10.0,20.0,30.0,7.0,22.0,37.0,62.0
3502,29,6.0,27.0,27.0,6.0,3.0,27.0,41.0,58.0
3503,36,16.0,25.0,13.0,16.0,5.0,22.0,38.0,61.0
3504,30,6.0,26.0,10.0,26.0,3.0,26.0,50.0,50.0
3505,35,5.0,17.0,11.0,20.0,25.0,20.0,68.0,31.0
3506,30,6.0,20.0,16.0,30.0,10.0,16.0,50.0,50.0
3507,45,15.0,15.0,20.0,13.0,11.0,24.0,44.0,55.0
3508,27,11.0,18.0,14.0,22.0,7.0,25.0,59.0,40.0
3509,35,2.0,34.0,11.0,25.0,5.0,20.0,54.0,45.0
351,40,5.0,22.0,20.0,12.0,15.0,25.0,52.0,47.0
3510,39,15.0,17.0,15.0,25.0,7.0,17.0,51.0,48.0
3511,32,21.0,9.0,28.0,15.0,18.0,6.0,56.0,43.0
3512,43,9.0,13.0,16.0,30.0,2.0,27.0,58.0,41.0
3513,42,9.0,23.0,9.0,23.0,11.0,21.0,50.0,50.0
3514,33,6.0,12.0,24.0,24.0,6.0,27.0,54.0,45.0
3515,37,18.0,8.0,13.0,24.0,10.0,24.0,37.0,62.0
