ip_id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month
892,5.0,4.0,9.0,7.0,2.0,3.0,7.0,4.0,8.0,0.0,9.0,2.0,1.0,13.0,3.0,16.0,7.58333333333333,5234.716726791729
893,4.0,10.0,8.0,7.0,6.0,5.0,9.0,8.0,4.0,0.0,7.0,1.0,3.0,12.0,4.0,9.0,8.08333333333333,5566.79019660895
894,8.0,8.0,6.0,10.0,2.0,1.0,5.0,10.0,2.0,0.0,10.0,1.0,3.0,10.0,8.0,8.0,6.5,5523.026370851371
895,11.0,3.0,13.0,3.0,5.0,7.0,11.0,2.0,5.0,0.0,11.0,1.0,1.0,5.0,3.0,12.0,6.58333333333333,4834.82939814815
896,9.0,0.0,4.0,4.0,8.0,0.0,8.0,5.0,3.0,0.0,7.0,1.0,3.0,15.0,5.0,16.0,8.5,5190.93902116402
897,4.0,13.0,8.0,11.0,2.0,6.0,6.0,8.0,2.0,1.0,4.0,1.0,4.0,12.0,5.0,6.0,7.5,5425.98877164502
898,5.0,6.0,9.0,9.0,0.0,6.0,11.0,6.0,1.0,0.0,11.0,1.0,2.0,11.0,5.0,7.0,8.75,4921.58611111111
899,7.0,5.0,14.0,7.0,1.0,1.0,12.0,3.0,3.0,0.0,6.0,1.0,1.0,12.0,5.0,10.0,8.58333333333333,5295.7057983683
900,9.0,4.0,4.0,9.0,1.0,0.0,15.0,3.0,3.0,0.0,5.0,0.0,2.0,13.0,7.0,12.0,8.5,5873.9796927609395
901,8.0,8.0,7.0,9.0,1.0,4.0,8.0,3.0,3.0,0.0,11.0,0.0,3.0,14.0,3.0,9.0,8.83333333333333,5319.50091112591
902,4.0,5.0,9.0,4.0,2.0,6.0,11.0,8.0,2.0,0.0,10.0,2.0,2.0,12.0,5.0,11.0,7.25,5171.52779558405
903,8.0,8.0,0.0,11.0,3.0,3.0,13.0,6.0,3.0,0.0,9.0,0.0,1.0,11.0,4.0,14.0,5.08333333333333,4039.74742063492
904,8.0,8.0,5.0,9.0,3.0,4.0,12.0,4.0,5.0,0.0,10.0,0.0,2.0,4.0,5.0,14.0,7.25,4830.966287878789
905,3.0,8.0,5.0,4.0,3.0,5.0,10.0,7.0,5.0,0.0,14.0,0.0,1.0,9.0,8.0,10.0,9.33333333333333,5497.867683011429
906,10.0,5.0,8.0,4.0,1.0,6.0,7.0,6.0,6.0,0.0,9.0,0.0,2.0,10.0,6.0,11.0,8.91666666666667,4937.85258699634
907,13.0,6.0,11.0,6.0,4.0,2.0,5.0,5.0,2.0,0.0,12.0,1.0,2.0,11.0,5.0,6.0,9.25,5267.4510341510295
908,11.0,10.0,8.0,4.0,2.0,4.0,13.0,4.0,5.0,1.0,8.0,0.0,0.0,4.0,4.0,13.0,8.83333333333333,5713.8769510582
909,6.0,9.0,11.0,7.0,1.0,3.0,10.0,2.0,2.0,0.0,12.0,0.0,1.0,14.0,3.0,11.0,8.91666666666667,5083.3737584175105
910,8.0,6.0,10.0,11.0,2.0,6.0,7.0,4.0,3.0,0.0,16.0,0.0,1.0,11.0,3.0,8.0,8.0,5560.83072089947
911,7.0,9.0,7.0,14.0,2.0,1.0,15.0,3.0,3.0,0.0,4.0,0.0,3.0,10.0,10.0,3.0,6.83333333333333,4913.2379044566605
912,5.0,7.0,6.0,6.0,5.0,3.0,7.0,7.0,4.0,0.0,8.0,1.0,3.0,16.0,7.0,9.0,7.75,5328.46827200577
913,10.0,5.0,10.0,4.0,7.0,1.0,8.0,7.0,4.0,1.0,9.0,1.0,3.0,10.0,2.0,11.0,7.08333333333333,5449.28655881156
914,8.0,9.0,12.0,7.0,2.0,1.0,5.0,6.0,6.0,0.0,6.0,3.0,2.0,14.0,5.0,8.0,7.83333333333333,6150.34377705628
915,10.0,9.0,10.0,8.0,3.0,3.0,5.0,6.0,2.0,0.0,11.0,2.0,0.0,10.0,7.0,13.0,8.25,5897.458309283311
916,9.0,8.0,8.0,11.0,5.0,3.0,11.0,10.0,4.0,0.0,4.0,1.0,2.0,9.0,3.0,6.0,7.25,5731.6142857142795
917,8.0,6.0,11.0,4.0,1.0,3.0,7.0,1.0,2.0,0.0,14.0,1.0,0.0,16.0,1.0,12.0,8.5,5182.43887536075
918,12.0,7.0,10.0,5.0,2.0,2.0,10.0,2.0,4.0,0.0,5.0,3.0,3.0,14.0,5.0,10.0,9.91666666666667,5693.322535103779
919,6.0,8.0,7.0,9.0,1.0,6.0,7.0,6.0,3.0,0.0,10.0,0.0,1.0,10.0,6.0,12.0,8.83333333333333,5320.88123797499
920,8.0,5.0,14.0,10.0,1.0,4.0,7.0,6.0,7.0,0.0,11.0,0.0,1.0,10.0,3.0,6.0,7.41666666666667,5077.99923641174
921,7.0,11.0,8.0,4.0,5.0,5.0,8.0,5.0,1.0,0.0,8.0,6.0,0.0,7.0,4.0,8.0,8.5,5125.88988095238
922,11.0,6.0,5.0,6.0,2.0,5.0,11.0,10.0,7.0,0.0,6.0,0.0,2.0,6.0,11.0,5.0,7.41666666666667,5017.04883866134
923,6.0,8.0,8.0,8.0,0.0,2.0,6.0,3.0,3.0,0.0,9.0,0.0,2.0,15.0,9.0,12.0,8.75,4827.06706349206
924,6.0,8.0,7.0,6.0,1.0,0.0,14.0,3.0,5.0,0.0,7.0,1.0,2.0,20.0,2.0,10.0,9.5,5537.44172008547
925,14.0,8.0,7.0,4.0,2.0,2.0,9.0,6.0,3.0,0.0,9.0,2.0,2.0,7.0,6.0,11.0,6.75,4554.18914141414
926,4.0,10.0,2.0,6.0,3.0,2.0,10.0,8.0,4.0,0.0,6.0,0.0,3.0,13.0,8.0,14.0,7.58333333333333,5159.634574915829
927,9.0,5.0,7.0,7.0,5.0,6.0,6.0,4.0,3.0,0.0,14.0,1.0,6.0,17.0,6.0,4.0,8.33333333333333,5514.70472883598
928,6.0,3.0,9.0,8.0,1.0,5.0,18.0,5.0,3.0,0.0,3.0,1.0,2.0,13.0,5.0,12.0,7.58333333333333,4900.71686507936
929,7.0,9.0,6.0,6.0,2.0,8.0,5.0,3.0,5.0,0.0,9.0,0.0,2.0,10.0,7.0,13.0,7.58333333333333,5565.53029100529
930,6.0,5.0,12.0,14.0,2.0,3.0,3.0,4.0,4.0,0.0,14.0,1.0,4.0,6.0,7.0,12.0,8.08333333333333,5157.41886724387
931,6.0,6.0,10.0,5.0,2.0,4.0,6.0,6.0,2.0,0.0,14.0,2.0,7.0,12.0,3.0,8.0,7.58333333333333,4789.692150673401
932,10.0,9.0,6.0,7.0,3.0,0.0,5.0,7.0,7.0,0.0,8.0,0.0,3.0,7.0,7.0,8.0,8.41666666666667,4686.04620865246
933,7.0,5.0,10.0,6.0,3.0,4.0,12.0,5.0,7.0,0.0,13.0,1.0,2.0,10.0,4.0,11.0,8.33333333333333,5463.99623015873
934,5.0,1.0,14.0,3.0,1.0,5.0,7.0,9.0,6.0,1.0,9.0,0.0,2.0,14.0,5.0,12.0,7.58333333333333,4982.1571518759
935,7.0,4.0,7.0,11.0,7.0,3.0,3.0,6.0,2.0,0.0,18.0,0.0,0.0,9.0,3.0,13.0,7.33333333333333,5478.43532994783
936,12.0,9.0,10.0,10.0,2.0,7.0,7.0,1.0,4.0,0.0,7.0,2.0,2.0,12.0,4.0,8.0,8.08333333333333,5128.438633357379
937,7.0,9.0,9.0,6.0,4.0,4.0,6.0,4.0,4.0,0.0,6.0,1.0,2.0,9.0,7.0,13.0,6.75,5147.82521645022
938,10.0,5.0,19.0,4.0,1.0,3.0,8.0,7.0,3.0,0.0,6.0,0.0,3.0,11.0,5.0,8.0,7.66666666666667,5125.83955026455
939,4.0,3.0,12.0,5.0,1.0,5.0,11.0,4.0,3.0,0.0,14.0,2.0,2.0,8.0,5.0,12.0,7.08333333333333,5207.90363756614
940,6.0,7.0,10.0,6.0,3.0,4.0,12.0,12.0,1.0,1.0,10.0,1.0,2.0,5.0,2.0,18.0,8.33333333333333,4510.19579124579
941,5.0,9.0,13.0,8.0,2.0,5.0,8.0,8.0,5.0,0.0,13.0,0.0,1.0,5.0,4.0,6.0,7.16666666666667,5071.62698412698
942,7.0,8.0,4.0,4.0,4.0,3.0,15.0,3.0,4.0,0.0,11.0,0.0,1.0,15.0,6.0,7.0,7.41666666666667,5297.35650553151
943,6.0,10.0,8.0,8.0,1.0,6.0,4.0,6.0,2.0,0.0,3.0,0.0,2.0,20.0,4.0,14.0,6.91666666666667,4403.9773809523795
944,7.0,11.0,12.0,4.0,5.0,5.0,11.0,4.0,4.0,1.0,6.0,0.0,0.0,14.0,3.0,6.0,7.41666666666667,4510.19298641174
945,7.0,6.0,11.0,7.0,1.0,4.0,7.0,5.0,3.0,0.0,10.0,2.0,2.0,15.0,3.0,9.0,7.33333333333333,5479.04145021645
946,8.0,6.0,7.0,10.0,4.0,8.0,7.0,1.0,4.0,0.0,5.0,3.0,3.0,7.0,6.0,13.0,7.58333333333333,5751.03660908808
947,6.0,11.0,6.0,8.0,4.0,1.0,8.0,3.0,5.0,0.0,5.0,3.0,4.0,17.0,3.0,14.0,8.16666666666667,4199.961020923521
948,8.0,6.0,10.0,7.0,4.0,2.0,11.0,6.0,3.0,0.0,11.0,1.0,2.0,9.0,7.0,6.0,7.75,5028.21471560847
949,7.0,7.0,13.0,12.0,0.0,5.0,7.0,4.0,2.0,0.0,10.0,1.0,3.0,6.0,4.0,13.0,7.83333333333333,5305.14951298701
950,8.0,6.0,11.0,6.0,4.0,5.0,7.0,7.0,4.0,0.0,10.0,1.0,1.0,10.0,4.0,8.0,7.41666666666667,5473.950396825399
951,7.0,11.0,9.0,7.0,3.0,2.0,2.0,6.0,2.0,0.0,10.0,0.0,1.0,7.0,5.0,15.0,8.41666666666667,5102.5085107022605
952,7.0,10.0,9.0,5.0,1.0,2.0,12.0,3.0,3.0,0.0,13.0,0.0,2.0,11.0,7.0,7.0,9.41666666666667,5523.83327320827
953,7.0,10.0,8.0,7.0,0.0,4.0,5.0,4.0,10.0,0.0,6.0,0.0,1.0,14.0,4.0,10.0,8.75,5370.671522921521
954,10.0,5.0,11.0,4.0,11.0,7.0,7.0,2.0,4.0,0.0,8.0,1.0,3.0,10.0,3.0,8.0,7.5,5985.202777777779
955,3.0,6.0,10.0,5.0,3.0,1.0,9.0,6.0,5.0,0.0,10.0,1.0,2.0,13.0,3.0,15.0,6.33333333333333,4650.01363451363
956,9.0,6.0,3.0,3.0,1.0,4.0,11.0,6.0,5.0,0.0,10.0,2.0,3.0,16.0,5.0,9.0,7.25,4858.12645803271
957,11.0,11.0,6.0,10.0,2.0,5.0,9.0,5.0,5.0,0.0,9.0,0.0,3.0,10.0,5.0,8.0,8.25,5316.51882816258
958,6.0,8.0,8.0,8.0,6.0,2.0,13.0,6.0,3.0,0.0,8.0,1.0,2.0,8.0,5.0,8.0,6.66666666666667,4742.7650974026
959,11.0,4.0,6.0,13.0,2.0,4.0,7.0,7.0,0.0,0.0,13.0,0.0,2.0,11.0,7.0,7.0,7.5,5647.64811507937
960,6.0,10.0,6.0,6.0,4.0,8.0,8.0,5.0,8.0,0.0,14.0,2.0,2.0,4.0,1.0,9.0,7.25,5534.42236351611
961,5.0,9.0,10.0,7.0,6.0,4.0,6.0,4.0,1.0,0.0,9.0,2.0,0.0,9.0,2.0,13.0,8.41666666666667,4712.41607591755
962,7.0,9.0,5.0,5.0,2.0,4.0,9.0,8.0,5.0,0.0,10.0,0.0,0.0,8.0,4.0,13.0,8.66666666666667,5017.86131946757
963,11.0,4.0,11.0,13.0,2.0,2.0,11.0,3.0,1.0,0.0,14.0,0.0,5.0,7.0,5.0,9.0,8.16666666666667,5835.89661923724
964,5.0,6.0,4.0,6.0,4.0,4.0,5.0,3.0,1.0,0.0,12.0,0.0,4.0,17.0,8.0,15.0,7.58333333333333,5543.78091931217
965,8.0,7.0,10.0,11.0,2.0,7.0,7.0,3.0,7.0,0.0,4.0,2.0,1.0,8.0,6.0,12.0,7.91666666666667,4716.37939814815
966,6.0,5.0,14.0,8.0,1.0,2.0,12.0,1.0,5.0,0.0,8.0,0.0,2.0,12.0,4.0,13.0,7.41666666666667,5401.93419117647
967,4.0,9.0,4.0,12.0,1.0,7.0,7.0,6.0,4.0,1.0,7.0,2.0,5.0,14.0,5.0,10.0,8.16666666666667,5196.43370564621
968,5.0,7.0,16.0,6.0,0.0,2.0,6.0,2.0,10.0,0.0,16.0,2.0,2.0,11.0,3.0,3.0,6.41666666666667,5593.2178240740695
969,8.0,7.0,10.0,8.0,6.0,5.0,10.0,8.0,3.0,0.0,10.0,1.0,0.0,8.0,8.0,7.0,8.25,5177.989337745589
970,6.0,3.0,7.0,9.0,5.0,1.0,7.0,4.0,2.0,0.0,6.0,0.0,4.0,17.0,6.0,17.0,7.66666666666667,4989.29531024531
971,8.0,2.0,10.0,5.0,4.0,3.0,13.0,5.0,10.0,0.0,10.0,0.0,3.0,12.0,3.0,12.0,8.33333333333333,5684.152688746441
972,12.0,6.0,11.0,8.0,4.0,5.0,7.0,4.0,4.0,0.0,6.0,0.0,1.0,9.0,10.0,13.0,8.33333333333333,4816.55274621212
973,7.0,5.0,10.0,10.0,2.0,6.0,14.0,2.0,3.0,0.0,14.0,0.0,1.0,11.0,3.0,5.0,6.41666666666667,5241.325
974,10.0,11.0,8.0,2.0,5.0,6.0,12.0,5.0,6.0,0.0,7.0,0.0,2.0,7.0,5.0,8.0,7.83333333333333,5477.89067460318
975,8.0,8.0,10.0,9.0,1.0,2.0,10.0,3.0,5.0,0.0,6.0,0.0,2.0,13.0,5.0,10.0,9.16666666666667,4791.23143120496
976,2.0,5.0,9.0,11.0,2.0,2.0,6.0,5.0,3.0,0.0,3.0,0.0,1.0,22.0,9.0,13.0,7.16666666666667,4659.351719576721
977,11.0,7.0,16.0,9.0,0.0,4.0,3.0,8.0,3.0,0.0,6.0,1.0,0.0,8.0,4.0,7.0,8.41666666666667,5310.5496690809205
978,11.0,11.0,5.0,6.0,1.0,7.0,10.0,6.0,6.0,0.0,8.0,1.0,2.0,10.0,0.0,10.0,7.83333333333333,5245.04668803419
979,2.0,10.0,12.0,12.0,4.0,5.0,10.0,8.0,2.0,0.0,6.0,1.0,2.0,4.0,7.0,12.0,8.08333333333333,5290.9373015873
980,13.0,6.0,7.0,8.0,6.0,5.0,6.0,7.0,6.0,1.0,2.0,0.0,3.0,7.0,6.0,9.0,7.58333333333333,5325.5244708994705
981,5.0,5.0,10.0,11.0,10.0,1.0,5.0,5.0,3.0,0.0,12.0,1.0,2.0,8.0,8.0,7.0,7.41666666666667,5722.44286315536
982,9.0,7.0,10.0,3.0,4.0,8.0,6.0,7.0,3.0,0.0,9.0,1.0,2.0,10.0,7.0,8.0,9.08333333333333,5741.127782865279
983,9.0,3.0,11.0,6.0,2.0,6.0,10.0,8.0,6.0,0.0,10.0,0.0,0.0,10.0,6.0,7.0,9.16666666666667,5380.3015572390605
984,7.0,7.0,14.0,2.0,2.0,3.0,12.0,6.0,1.0,0.0,12.0,2.0,2.0,8.0,5.0,8.0,6.5,4841.40443121693
985,4.0,12.0,4.0,7.0,2.0,3.0,7.0,5.0,7.0,0.0,7.0,1.0,1.0,15.0,4.0,15.0,7.08333333333333,5533.297156084661
986,7.0,10.0,9.0,7.0,2.0,1.0,18.0,4.0,1.0,1.0,6.0,1.0,2.0,11.0,5.0,14.0,8.25,4913.100871813371
987,6.0,3.0,10.0,6.0,5.0,7.0,7.0,7.0,4.0,0.0,9.0,1.0,4.0,10.0,3.0,9.0,7.58333333333333,5152.938251563251
988,5.0,8.0,7.0,6.0,3.0,6.0,10.0,1.0,3.0,0.0,12.0,0.0,7.0,7.0,3.0,15.0,6.58333333333333,4404.963690476189
989,5.0,3.0,5.0,6.0,5.0,3.0,10.0,3.0,3.0,0.0,11.0,0.0,4.0,18.0,7.0,10.0,7.33333333333333,5341.04388828764
990,13.0,6.0,6.0,6.0,1.0,2.0,4.0,3.0,4.0,0.0,9.0,3.0,1.0,7.0,9.0,12.0,8.5,5191.35704365079
991,8.0,8.0,14.0,4.0,4.0,5.0,6.0,4.0,0.0,0.0,15.0,0.0,0.0,11.0,4.0,9.0,10.1666666666667,5866.872627025749
992,6.0,9.0,8.0,5.0,3.0,1.0,10.0,8.0,8.0,0.0,13.0,0.0,1.0,8.0,0.0,10.0,8.75,5402.310747354501
993,5.0,7.0,9.0,4.0,1.0,5.0,9.0,3.0,7.0,0.0,10.0,0.0,3.0,16.0,3.0,8.0,8.66666666666667,5434.62376974877
994,15.0,4.0,15.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,12.0,0.0,1.0,8.0,2.0,14.0,7.58333333333333,4292.33740981241
995,5.0,10.0,7.0,5.0,3.0,8.0,9.0,3.0,4.0,2.0,9.0,2.0,6.0,6.0,6.0,10.0,7.91666666666667,4667.51452020202
996,4.0,7.0,9.0,9.0,3.0,2.0,13.0,3.0,3.0,0.0,10.0,2.0,3.0,9.0,6.0,12.0,7.91666666666667,5454.92588522589
997,6.0,9.0,8.0,3.0,3.0,6.0,5.0,5.0,3.0,0.0,5.0,2.0,2.0,11.0,11.0,13.0,9.0,6139.65812890813
998,10.0,2.0,6.0,2.0,1.0,2.0,9.0,8.0,5.0,0.0,17.0,1.0,4.0,10.0,5.0,9.0,6.08333333333333,4216.705826118329
999,6.0,6.0,5.0,3.0,5.0,6.0,13.0,7.0,5.0,0.0,11.0,0.0,3.0,9.0,5.0,12.0,8.0,4676.76798641174
1000,9.0,7.0,12.0,6.0,2.0,3.0,6.0,10.0,5.0,0.0,9.0,0.0,1.0,10.0,4.0,12.0,8.0,4546.86151556776
1001,2.0,5.0,12.0,5.0,1.0,1.0,7.0,6.0,4.0,0.0,11.0,1.0,4.0,8.0,10.0,17.0,8.45454545454546,4079.0753829503797
1002,5.0,8.0,6.0,7.0,1.0,2.0,12.0,9.0,5.0,0.0,8.0,1.0,2.0,11.0,7.0,8.0,8.91666666666667,4993.32397255522
1003,10.0,6.0,7.0,11.0,3.0,6.0,10.0,7.0,3.0,1.0,7.0,4.0,1.0,9.0,5.0,4.0,7.83333333333333,6461.62635582011
1004,8.0,3.0,9.0,6.0,1.0,5.0,10.0,6.0,6.0,1.0,12.0,2.0,1.0,11.0,4.0,11.0,8.0,4602.51516955267
1005,5.0,8.0,8.0,3.0,2.0,7.0,9.0,6.0,3.0,0.0,10.0,1.0,5.0,13.0,5.0,8.0,7.75,5900.17285654161
1006,2.0,3.0,15.0,10.0,2.0,6.0,10.0,7.0,3.0,0.0,8.0,0.0,0.0,10.0,3.0,14.0,6.91666666666667,5707.217839105339
1007,14.0,6.0,9.0,5.0,3.0,1.0,9.0,4.0,6.0,0.0,14.0,2.0,3.0,9.0,3.0,6.0,7.66666666666667,5336.52792531542
1008,4.0,10.0,6.0,11.0,2.0,4.0,8.0,7.0,4.0,0.0,13.0,2.0,3.0,4.0,5.0,10.0,7.66666666666667,5407.5157497595
1009,9.0,6.0,13.0,6.0,5.0,2.0,5.0,5.0,2.0,0.0,12.0,2.0,2.0,6.0,4.0,11.0,6.0,5575.705026455029
1010,10.0,9.0,8.0,11.0,4.0,4.0,4.0,2.0,6.0,0.0,5.0,0.0,2.0,10.0,6.0,8.0,8.58333333333333,6556.78526404151
1011,9.0,7.0,4.0,13.0,2.0,2.0,8.0,3.0,5.0,0.0,13.0,1.0,2.0,8.0,9.0,10.0,8.0,5356.7088023088
1012,8.0,6.0,10.0,7.0,3.0,3.0,11.0,6.0,2.0,0.0,12.0,1.0,0.0,11.0,5.0,15.0,8.33333333333333,4829.64556878307
1013,9.0,5.0,5.0,6.0,0.0,5.0,7.0,5.0,4.0,0.0,10.0,1.0,1.0,11.0,10.0,13.0,9.08333333333333,5930.38929093567
1014,15.0,7.0,10.0,5.0,2.0,3.0,6.0,5.0,5.0,0.0,11.0,0.0,1.0,10.0,6.0,6.0,6.33333333333333,5463.99788359788
1015,10.0,6.0,11.0,9.0,1.0,4.0,8.0,5.0,2.0,0.0,6.0,2.0,5.0,15.0,7.0,5.0,8.0,5545.189928127429
1016,11.0,9.0,11.0,9.0,0.0,4.0,5.0,4.0,4.0,0.0,5.0,1.0,1.0,10.0,4.0,10.0,8.66666666666667,5921.30555671181
1017,7.0,6.0,12.0,7.0,3.0,2.0,8.0,6.0,6.0,0.0,10.0,0.0,1.0,10.0,6.0,15.0,8.25,5213.81012329174
1018,7.0,9.0,8.0,10.0,1.0,4.0,7.0,6.0,4.0,0.0,7.0,1.0,1.0,15.0,8.0,11.0,8.25,5238.7479797979795
1019,7.0,8.0,9.0,6.0,4.0,6.0,8.0,4.0,3.0,0.0,11.0,0.0,3.0,12.0,6.0,7.0,7.83333333333333,4804.79742664743
1020,8.0,4.0,6.0,7.0,6.0,2.0,7.0,3.0,3.0,0.0,11.0,1.0,3.0,18.0,4.0,9.0,6.75,4408.54712301587
1021,3.0,12.0,8.0,8.0,0.0,5.0,6.0,3.0,4.0,0.0,12.0,0.0,1.0,8.0,8.0,13.0,9.58333333333333,5241.1915356294
1022,14.0,5.0,10.0,5.0,4.0,1.0,9.0,7.0,5.0,0.0,9.0,1.0,0.0,8.0,4.0,14.0,8.0,5516.24837962963
1023,11.0,6.0,6.0,10.0,5.0,2.0,10.0,7.0,4.0,0.0,11.0,0.0,1.0,6.0,5.0,8.0,9.08333333333333,5930.7766203703695
1024,15.0,5.0,7.0,5.0,3.0,3.0,7.0,8.0,4.0,0.0,16.0,0.0,2.0,10.0,2.0,7.0,7.08333333333333,5836.79919871795
1025,12.0,7.0,4.0,7.0,4.0,1.0,7.0,7.0,7.0,0.0,7.0,1.0,0.0,14.0,3.0,13.0,7.58333333333333,5856.0398809523795
1026,10.0,10.0,3.0,5.0,3.0,4.0,14.0,3.0,5.0,0.0,8.0,2.0,3.0,11.0,6.0,5.0,7.25,4806.410978835979
1027,7.0,6.0,13.0,7.0,3.0,3.0,8.0,4.0,3.0,0.0,7.0,1.0,5.0,13.0,5.0,9.0,7.83333333333333,5493.74331247456
1028,6.0,8.0,5.0,6.0,1.0,4.0,4.0,3.0,8.0,0.0,12.0,2.0,4.0,11.0,9.0,10.0,7.25,4840.254533429529
1029,6.0,6.0,5.0,9.0,1.0,5.0,10.0,3.0,4.0,0.0,10.0,2.0,0.0,13.0,8.0,11.0,7.25,5226.4248466811
1030,11.0,6.0,12.0,3.0,2.0,4.0,6.0,3.0,3.0,0.0,10.0,0.0,1.0,12.0,6.0,16.0,7.5,4916.60208333333
1031,8.0,11.0,16.0,6.0,3.0,4.0,5.0,4.0,5.0,0.0,6.0,1.0,1.0,7.0,5.0,11.0,7.5,4788.71941588504
1032,6.0,10.0,12.0,5.0,1.0,0.0,10.0,6.0,1.0,0.0,10.0,0.0,1.0,13.0,3.0,12.0,8.66666666666667,5324.63581141081
1033,10.0,5.0,16.0,6.0,2.0,1.0,8.0,3.0,1.0,0.0,5.0,1.0,0.0,16.0,6.0,14.0,6.5,5099.27195767196
1034,13.0,10.0,11.0,10.0,0.0,5.0,12.0,2.0,5.0,1.0,6.0,1.0,3.0,3.0,3.0,8.0,6.58333333333333,4957.90014430015
1035,11.0,7.0,7.0,10.0,2.0,6.0,12.0,6.0,2.0,0.0,10.0,1.0,1.0,8.0,3.0,8.0,7.83333333333333,6037.8462849650405
1036,6.0,5.0,11.0,5.0,3.0,7.0,8.0,4.0,2.0,0.0,9.0,1.0,4.0,9.0,8.0,17.0,8.25,5227.15763888889
1037,4.0,8.0,9.0,8.0,3.0,3.0,15.0,6.0,5.0,0.0,8.0,1.0,0.0,11.0,1.0,12.0,7.81818181818182,4664.46879837334
1038,10.0,5.0,13.0,7.0,6.0,5.0,6.0,1.0,2.0,0.0,9.0,1.0,3.0,7.0,9.0,9.0,7.75,4560.66032347282
1039,6.0,5.0,6.0,9.0,4.0,2.0,7.0,3.0,3.0,0.0,6.0,0.0,6.0,11.0,4.0,14.0,8.41666666666667,5350.53271173271
1040,8.0,6.0,3.0,6.0,2.0,1.0,14.0,2.0,4.0,0.0,11.0,0.0,0.0,15.0,6.0,9.0,8.41666666666667,6053.50574795575
1041,8.0,6.0,8.0,5.0,2.0,3.0,7.0,4.0,5.0,0.0,13.0,0.0,5.0,6.0,6.0,9.0,8.5,5278.946263227511
1042,7.0,4.0,10.0,6.0,2.0,3.0,13.0,4.0,4.0,1.0,13.0,2.0,3.0,10.0,2.0,10.0,7.41666666666667,4541.2849537037
1043,7.0,10.0,9.0,8.0,2.0,2.0,8.0,6.0,1.0,0.0,10.0,0.0,2.0,12.0,7.0,9.0,6.83333333333333,5927.101238576241
1044,8.0,13.0,9.0,1.0,1.0,1.0,10.0,7.0,1.0,0.0,6.0,0.0,2.0,9.0,5.0,14.0,8.5,4928.71593915344
1045,11.0,5.0,3.0,11.0,1.0,0.0,8.0,4.0,2.0,0.0,13.0,1.0,6.0,12.0,4.0,14.0,7.91666666666667,4887.90458939209
1046,6.0,3.0,12.0,9.0,3.0,10.0,7.0,5.0,3.0,0.0,9.0,1.0,1.0,13.0,5.0,7.0,7.83333333333333,5104.04853387353
1047,9.0,5.0,7.0,6.0,3.0,6.0,9.0,6.0,6.0,0.0,9.0,1.0,2.0,13.0,6.0,11.0,8.25,5144.9832493895
1048,10.0,6.0,5.0,9.0,4.0,6.0,9.0,6.0,3.0,0.0,7.0,2.0,1.0,9.0,6.0,14.0,8.08333333333333,4614.57844308469
1049,8.0,7.0,9.0,11.0,3.0,3.0,12.0,4.0,3.0,0.0,5.0,0.0,2.0,9.0,8.0,9.0,7.08333333333333,4641.7664261664295
1050,8.0,11.0,8.0,11.0,1.0,4.0,10.0,1.0,4.0,1.0,7.0,1.0,3.0,8.0,4.0,10.0,7.66666666666667,5857.874452861949
1051,5.0,8.0,10.0,11.0,1.0,8.0,11.0,4.0,3.0,0.0,4.0,1.0,2.0,11.0,4.0,7.0,8.75,4925.84888514264
1052,3.0,4.0,7.0,9.0,4.0,2.0,9.0,9.0,5.0,0.0,14.0,0.0,0.0,4.0,6.0,13.0,8.58333333333333,4647.45757020757
1053,8.0,6.0,12.0,7.0,4.0,4.0,8.0,10.0,4.0,0.0,8.0,1.0,2.0,4.0,6.0,8.0,6.83333333333333,5482.65290704666
1054,5.0,7.0,13.0,7.0,3.0,4.0,7.0,10.0,1.0,0.0,6.0,2.0,2.0,10.0,4.0,12.0,7.41666666666667,5492.46769179894
1055,8.0,5.0,15.0,7.0,6.0,8.0,5.0,2.0,3.0,0.0,11.0,3.0,1.0,5.0,5.0,10.0,6.58333333333333,5150.3586462149
1056,8.0,10.0,16.0,8.0,3.0,0.0,10.0,3.0,4.0,1.0,9.0,1.0,0.0,8.0,7.0,8.0,8.0,4526.49702380952
1057,11.0,9.0,12.0,4.0,1.0,5.0,6.0,6.0,4.0,0.0,6.0,3.0,5.0,6.0,3.0,12.0,7.75,4811.54282661783
1058,7.0,9.0,7.0,9.0,2.0,1.0,4.0,7.0,1.0,0.0,9.0,0.0,3.0,11.0,5.0,19.0,7.0,4674.83009259259
1059,14.0,5.0,8.0,8.0,5.0,6.0,4.0,4.0,2.0,0.0,9.0,1.0,2.0,13.0,5.0,9.0,7.91666666666667,5224.92508718134
1060,4.0,7.0,14.0,5.0,2.0,4.0,10.0,8.0,7.0,0.0,7.0,0.0,2.0,6.0,5.0,12.0,9.16666666666667,6154.57941919192
1061,8.0,13.0,8.0,9.0,1.0,6.0,6.0,4.0,2.0,0.0,10.0,1.0,1.0,9.0,5.0,8.0,8.83333333333333,5208.06822089947
1062,10.0,4.0,9.0,11.0,1.0,4.0,4.0,1.0,3.0,0.0,8.0,1.0,2.0,16.0,1.0,11.0,8.41666666666667,4617.1444042069
