ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
1354,3.6,4643.95333333333,36,8.0,8.0,8.0,38.0,16.0,19.0,55.0,44.0
1355,3.08333333333333,3647.79166666667,37,16.0,5.0,27.0,16.0,10.0,24.0,59.0,40.0
1356,3.36363636363636,5301.5696969697,37,13.0,24.0,13.0,10.0,13.0,24.0,45.0,54.0
1357,3.08333333333333,5978.6625,37,10.0,16.0,21.0,16.0,8.0,27.0,62.0,37.0
1358,3.66666666666667,5692.5378968254,44,11.0,25.0,18.0,20.0,11.0,13.0,45.0,54.0
1359,3.81818181818182,6255.75303030303,42,2.0,21.0,21.0,23.0,16.0,14.0,42.0,57.0
136,2.91666666666667,5106.21527777778,35,8.0,28.0,11.0,11.0,11.0,28.0,37.0,62.0
1360,3.5,5159.89861111111,42,7.0,23.0,19.0,14.0,11.0,23.0,45.0,54.0
1361,4.0,5797.36060606061,44,9.0,22.0,27.0,9.0,9.0,22.0,50.0,50.0
1362,4.08333333333333,5070.16898148148,49,10.0,16.0,18.0,22.0,4.0,28.0,53.0,46.0
1363,3.63636363636364,5112.95454545455,40,7.0,25.0,17.0,20.0,5.0,25.0,60.0,40.0
1364,3.5,3605.05,35,5.0,34.0,17.0,17.0,11.0,14.0,54.0,45.0
1365,3.90909090909091,7140.7101010101,43,9.0,25.0,16.0,27.0,4.0,16.0,58.0,41.0
1366,3.41666666666667,6025.22083333333,41,17.0,19.0,17.0,12.0,14.0,19.0,43.0,56.0
1367,3.75,4819.21369047619,45,11.0,26.0,11.0,20.0,11.0,20.0,46.0,53.0
1368,3.81818181818182,7108.24292929293,42,4.0,21.0,33.0,7.0,11.0,21.0,52.0,47.0
1369,3.33333333333333,6306.64305555556,40,10.0,20.0,27.0,15.0,10.0,17.0,62.0,37.0
137,3.5,6768.23472222222,42,4.0,23.0,19.0,21.0,9.0,21.0,54.0,45.0
1370,3.81818181818182,6234.99015151515,42,7.0,26.0,11.0,23.0,2.0,28.0,50.0,50.0
1371,3.18181818181818,5904.15303030303,35,17.0,22.0,17.0,20.0,11.0,11.0,40.0,60.0
1372,3.25,4343.89583333333,39,17.0,23.0,15.0,12.0,7.0,23.0,51.0,48.0
1373,3.2,5430.13333333333,32,15.0,28.0,21.0,15.0,12.0,6.0,37.0,62.0
1374,3.8,4145.93476190476,38,7.0,7.0,23.0,23.0,13.0,23.0,55.0,44.0
1375,3.5,5424.39722222222,42,11.0,21.0,14.0,30.0,11.0,9.0,54.0,45.0
1376,3.09090909090909,5101.6696969697,34,20.0,23.0,32.0,11.0,5.0,5.0,44.0,55.0
1377,3.08333333333333,5076.94444444444,37,8.0,27.0,16.0,24.0,10.0,13.0,51.0,48.0
1378,4.0,6531.00992063492,48,12.0,29.0,20.0,14.0,4.0,18.0,50.0,50.0
1379,3.5,5439.93876262626,42,16.0,14.0,26.0,16.0,11.0,14.0,45.0,54.0
138,3.54545454545455,4428.37878787879,39,7.0,17.0,25.0,17.0,5.0,25.0,56.0,43.0
1380,3.66666666666667,4295.49722222222,44,9.0,15.0,13.0,25.0,9.0,27.0,56.0,43.0
1381,2.58333333333333,4704.70555555556,31,6.0,19.0,12.0,32.0,6.0,22.0,48.0,51.0
1382,2.91666666666667,5870.87638888889,35,5.0,8.0,31.0,17.0,20.0,17.0,54.0,45.0
1383,3.63636363636364,4809.85454545454,40,22.0,12.0,20.0,30.0,10.0,5.0,55.0,45.0
1384,3.08333333333333,4330.77777777778,37,5.0,16.0,13.0,24.0,8.0,32.0,45.0,54.0
1385,2.66666666666667,5943.61666666667,32,6.0,25.0,18.0,28.0,3.0,18.0,43.0,56.0
1386,3.6,5182.80214285714,36,11.0,25.0,13.0,16.0,8.0,25.0,41.0,58.0
1387,2.91666666666667,6681.25277777778,35,5.0,20.0,25.0,17.0,5.0,25.0,34.0,65.0
1388,2.91666666666667,6695.28472222222,35,2.0,20.0,25.0,17.0,17.0,17.0,65.0,34.0
1389,3.36363636363636,4958.32900432901,37,5.0,24.0,13.0,21.0,10.0,24.0,54.0,45.0
139,3.25,5461.0625,39,12.0,28.0,15.0,17.0,15.0,10.0,64.0,35.0
1390,3.0,5158.25972222222,36,5.0,11.0,22.0,30.0,11.0,19.0,55.0,44.0
1391,2.83333333333333,5084.14384920635,34,8.0,14.0,20.0,23.0,11.0,20.0,61.0,38.0
1392,4.09090909090909,5105.30303030303,45,15.0,13.0,20.0,15.0,11.0,24.0,42.0,57.0
1393,2.83333333333333,4282.44027777778,34,5.0,14.0,29.0,26.0,5.0,17.0,50.0,50.0
1394,3.08333333333333,5114.77341269841,37,8.0,24.0,10.0,21.0,8.0,27.0,54.0,45.0
1395,3.9,5591.15833333333,39,12.0,28.0,12.0,20.0,15.0,10.0,56.0,43.0
1396,3.81818181818182,5324.06363636364,42,7.0,28.0,14.0,19.0,16.0,14.0,64.0,35.0
1397,3.45454545454545,5277.27575757576,38,7.0,21.0,18.0,26.0,13.0,13.0,57.0,42.0
1398,3.83333333333333,4173.45847763348,46,4.0,32.0,19.0,17.0,6.0,19.0,60.0,39.0
1399,2.81818181818182,5658.3658008658,31,9.0,19.0,16.0,16.0,9.0,29.0,51.0,48.0
14,2.36363636363636,5063.45,26,7.0,26.0,11.0,30.0,7.0,15.0,57.0,42.0
140,2.91666666666667,4036.28888888889,35,2.0,8.0,22.0,17.0,14.0,34.0,71.0,28.0
1400,3.27272727272727,4695.1645021645,36,13.0,11.0,30.0,16.0,5.0,22.0,50.0,50.0
1401,3.25,5108.15972222222,39,10.0,23.0,23.0,17.0,0.0,25.0,41.0,58.0
1402,3.45454545454545,5488.0,38,13.0,13.0,23.0,18.0,10.0,21.0,60.0,39.0
1403,2.66666666666667,5832.84444444444,32,15.0,18.0,15.0,21.0,12.0,15.0,43.0,56.0
1404,3.16666666666667,5634.61805555555,38,15.0,26.0,23.0,15.0,2.0,15.0,47.0,52.0
1405,3.1,6476.13333333333,31,9.0,9.0,12.0,19.0,12.0,35.0,48.0,51.0
1406,4.09090909090909,4665.03636363636,45,8.0,24.0,17.0,22.0,13.0,13.0,55.0,44.0
1407,2.83333333333333,5438.54166666667,34,8.0,23.0,8.0,23.0,14.0,20.0,55.0,44.0
1408,3.5,5401.475,35,8.0,14.0,28.0,17.0,8.0,22.0,45.0,54.0
1409,2.3,6505.675,23,13.0,26.0,17.0,21.0,4.0,17.0,47.0,52.0
141,2.5,3840.54166666667,25,8.0,24.0,24.0,20.0,8.0,16.0,52.0,48.0
1410,4.6,6009.2130952381,46,15.0,17.0,26.0,17.0,4.0,19.0,47.0,52.0
1411,3.0,6173.00277777778,36,11.0,13.0,25.0,22.0,5.0,22.0,38.0,61.0
1412,2.91666666666667,5214.86944444444,35,11.0,14.0,20.0,17.0,11.0,25.0,57.0,42.0
1413,3.18181818181818,5402.63939393939,35,8.0,22.0,14.0,11.0,14.0,28.0,48.0,51.0
1414,2.83333333333333,4769.20972222222,34,11.0,29.0,14.0,20.0,8.0,14.0,55.0,44.0
1415,3.0,6231.20833333333,36,13.0,16.0,22.0,13.0,11.0,22.0,50.0,50.0
1416,3.83333333333333,4907.03373015873,46,10.0,21.0,17.0,23.0,6.0,19.0,50.0,50.0
1417,3.5,3927.18472222222,42,7.0,7.0,21.0,33.0,11.0,19.0,50.0,50.0
1418,3.33333333333333,5314.88194444444,40,10.0,17.0,17.0,20.0,10.0,25.0,60.0,40.0
1419,4.08333333333333,5284.33333333333,49,4.0,22.0,16.0,22.0,14.0,20.0,48.0,51.0
142,3.58333333333333,4034.17916666667,43,13.0,20.0,16.0,20.0,9.0,18.0,44.0,55.0
1420,3.0,5282.91515151515,33,0.0,27.0,18.0,15.0,12.0,27.0,57.0,42.0
1421,3.63636363636364,4311.05238095238,40,10.0,15.0,27.0,20.0,7.0,20.0,45.0,55.0
1422,2.5,5574.53333333333,25,8.0,20.0,20.0,24.0,12.0,16.0,36.0,64.0
1423,3.0,5801.72222222222,36,8.0,19.0,25.0,16.0,5.0,25.0,50.0,50.0
1424,3.90909090909091,4458.14772727273,43,6.0,23.0,18.0,30.0,4.0,16.0,55.0,44.0
1425,3.08333333333333,4437.74074074074,37,5.0,27.0,24.0,27.0,2.0,13.0,59.0,40.0
1426,3.75,4916.32083333333,45,8.0,17.0,20.0,15.0,13.0,24.0,51.0,48.0
1427,2.91666666666667,5360.99768518519,35,14.0,25.0,20.0,22.0,11.0,5.0,54.0,45.0
1428,3.09090909090909,4689.95021645022,34,8.0,20.0,23.0,8.0,8.0,29.0,41.0,58.0
1429,3.16666666666667,4688.48630952381,38,13.0,21.0,18.0,21.0,7.0,18.0,57.0,42.0
143,3.83333333333333,6967.41388888889,46,8.0,19.0,17.0,23.0,10.0,19.0,50.0,50.0
1430,3.36363636363636,6567.93116883117,37,18.0,5.0,16.0,29.0,2.0,27.0,48.0,51.0
1431,4.27272727272727,5691.443001443,47,6.0,17.0,21.0,14.0,17.0,23.0,59.0,40.0
1432,3.45454545454545,3917.76666666667,38,18.0,15.0,10.0,23.0,7.0,23.0,36.0,63.0
1433,4.1,4554.73583333333,41,12.0,7.0,17.0,24.0,9.0,29.0,46.0,53.0
1434,3.0,5092.33787878788,33,6.0,6.0,30.0,24.0,18.0,15.0,60.0,39.0
1435,3.27272727272727,4400.00909090909,36,19.0,16.0,22.0,19.0,8.0,13.0,50.0,50.0
1436,3.41666666666667,4889.75138888889,41,9.0,12.0,19.0,14.0,14.0,29.0,65.0,34.0
1437,2.45454545454545,3997.17727272727,27,7.0,18.0,29.0,14.0,11.0,18.0,48.0,51.0
1438,2.63636363636364,3599.60606060606,29,3.0,27.0,17.0,27.0,10.0,13.0,48.0,51.0
1439,2.45454545454545,5540.59848484848,27,3.0,29.0,14.0,14.0,14.0,22.0,48.0,51.0
144,4.27272727272727,3699.20119047619,47,6.0,14.0,27.0,21.0,10.0,19.0,38.0,61.0
1440,3.16666666666667,7010.66170634921,38,10.0,15.0,15.0,10.0,18.0,28.0,55.0,44.0
1441,3.58333333333333,5777.64305555556,43,11.0,23.0,20.0,20.0,4.0,18.0,51.0,48.0
1442,4.0,5112.92878787879,44,9.0,18.0,20.0,13.0,18.0,20.0,70.0,29.0
1443,2.90909090909091,5625.31060606061,32,9.0,34.0,15.0,18.0,3.0,18.0,56.0,43.0
1444,2.63636363636364,6143.8393939394,29,10.0,27.0,20.0,17.0,6.0,17.0,44.0,55.0
1445,3.63636363636364,4820.0101010101,40,20.0,20.0,22.0,17.0,5.0,15.0,47.0,52.0
1446,4.36363636363636,6329.70411255411,48,16.0,12.0,22.0,25.0,6.0,16.0,45.0,54.0
1447,2.36363636363636,5415.22121212121,26,15.0,23.0,19.0,26.0,3.0,11.0,30.0,69.0
1448,1.90909090909091,5228.60606060606,21,4.0,19.0,38.0,23.0,4.0,9.0,52.0,47.0
1449,3.72727272727273,5188.07305194805,41,4.0,26.0,14.0,17.0,17.0,19.0,60.0,39.0
145,3.75,4604.98472222222,45,8.0,22.0,22.0,20.0,13.0,13.0,53.0,46.0
1450,3.0,4689.30303030303,33,6.0,21.0,18.0,15.0,27.0,12.0,63.0,36.0
1451,3.5,5729.96833333333,35,5.0,17.0,14.0,14.0,11.0,37.0,48.0,51.0
1452,3.6,5489.2119047619,36,8.0,27.0,25.0,16.0,8.0,13.0,55.0,44.0
1453,3.5,5913.39259259259,42,4.0,26.0,16.0,26.0,7.0,19.0,54.0,45.0
1454,3.54545454545455,5188.5303030303,39,7.0,23.0,23.0,15.0,10.0,20.0,46.0,53.0
1455,3.90909090909091,4946.0,43,4.0,27.0,18.0,6.0,13.0,27.0,48.0,51.0
1456,2.5,3972.77222222222,30,6.0,30.0,33.0,6.0,13.0,10.0,50.0,50.0
1457,3.5,4820.72857142857,35,5.0,28.0,11.0,25.0,2.0,25.0,42.0,57.0
1458,2.83333333333333,4328.01388888889,34,2.0,5.0,35.0,20.0,23.0,11.0,70.0,29.0
1459,3.27272727272727,4712.11515151515,36,11.0,8.0,22.0,38.0,8.0,11.0,52.0,47.0
146,3.58333333333333,5433.60277777778,43,4.0,20.0,16.0,30.0,6.0,20.0,48.0,51.0
1460,2.83333333333333,4810.15972222222,34,2.0,23.0,17.0,23.0,14.0,17.0,50.0,50.0
1461,3.16666666666667,5967.88611111111,38,7.0,21.0,23.0,15.0,13.0,18.0,55.0,44.0
1462,2.36363636363636,5502.37878787879,26,15.0,26.0,7.0,11.0,11.0,26.0,42.0,57.0
1463,3.25,5901.83611111111,39,10.0,20.0,12.0,28.0,7.0,20.0,35.0,64.0
1464,2.90909090909091,4381.15151515152,32,12.0,28.0,25.0,12.0,9.0,12.0,53.0,46.0
1465,4.0,6079.38888888889,48,8.0,16.0,25.0,22.0,12.0,14.0,35.0,64.0
1466,3.09090909090909,5618.90151515152,34,14.0,23.0,20.0,11.0,5.0,23.0,44.0,55.0
1467,2.81818181818182,5649.89545454545,31,3.0,12.0,22.0,25.0,9.0,25.0,48.0,51.0
1468,3.18181818181818,5840.3,35,14.0,11.0,22.0,22.0,2.0,25.0,48.0,51.0
1469,2.81818181818182,4166.96666666667,31,12.0,32.0,16.0,16.0,16.0,6.0,51.0,48.0
147,3.75,4968.99305555556,45,15.0,13.0,26.0,20.0,6.0,17.0,44.0,55.0
1470,3.25,5603.80436507937,39,10.0,35.0,20.0,10.0,10.0,12.0,51.0,48.0
1471,3.25,5704.95138888889,39,10.0,7.0,15.0,25.0,10.0,30.0,46.0,53.0
1472,3.2,6367.665,32,12.0,37.0,18.0,6.0,6.0,18.0,46.0,53.0
1473,3.36363636363636,3931.58787878788,37,13.0,21.0,13.0,18.0,5.0,27.0,43.0,56.0
1474,3.08333333333333,5148.98313492064,37,5.0,16.0,21.0,18.0,5.0,32.0,70.0,29.0
1475,3.0,4958.18472222222,36,13.0,13.0,25.0,13.0,13.0,19.0,61.0,38.0
1476,4.08333333333333,5907.98720238095,49,6.0,24.0,14.0,18.0,12.0,24.0,71.0,28.0
1477,3.0,3565.41212121212,33,12.0,12.0,24.0,18.0,3.0,30.0,51.0,48.0
1478,3.63636363636364,5610.77770562771,40,10.0,22.0,17.0,25.0,10.0,15.0,37.0,62.0
1479,2.75,5867.25972222222,33,9.0,18.0,24.0,24.0,6.0,18.0,54.0,45.0
148,3.08333333333333,6000.26388888889,37,21.0,27.0,18.0,24.0,2.0,5.0,40.0,59.0
1480,3.33333333333333,5163.17592592593,30,3.0,33.0,16.0,13.0,26.0,6.0,60.0,40.0
1481,2.58333333333333,5154.36458333333,31,9.0,9.0,22.0,25.0,6.0,25.0,35.0,64.0
1482,3.81818181818182,4445.96406926407,42,14.0,11.0,16.0,28.0,4.0,23.0,52.0,47.0
1483,2.7,4987.41666666667,27,7.0,29.0,18.0,18.0,0.0,25.0,59.0,40.0
1484,3.18181818181818,5197.91515151515,35,11.0,17.0,17.0,17.0,14.0,22.0,48.0,51.0
1485,3.27272727272727,4459.66818181818,36,5.0,22.0,13.0,22.0,19.0,16.0,58.0,41.0
1486,3.63636363636364,4568.48354978355,40,20.0,22.0,32.0,7.0,2.0,15.0,40.0,60.0
1487,2.66666666666667,3689.20833333333,32,9.0,15.0,15.0,18.0,9.0,31.0,40.0,59.0
1488,2.09090909090909,4343.09090909091,23,8.0,30.0,21.0,17.0,4.0,17.0,34.0,65.0
1489,2.91666666666667,6127.27777777778,35,11.0,17.0,14.0,34.0,5.0,17.0,40.0,60.0
149,3.45454545454545,5680.39069264069,38,5.0,34.0,18.0,18.0,10.0,13.0,47.0,52.0
1490,2.90909090909091,5138.27575757576,32,15.0,3.0,18.0,31.0,9.0,21.0,46.0,53.0
1491,2.91666666666667,5761.54662698413,35,11.0,25.0,17.0,20.0,5.0,20.0,45.0,54.0
1492,2.75,4745.04166666667,33,6.0,18.0,15.0,27.0,21.0,12.0,60.0,39.0
1493,4.3,6010.15,43,9.0,32.0,11.0,18.0,13.0,13.0,53.0,46.0
1494,3.16666666666667,4432.40277777778,38,13.0,26.0,23.0,15.0,10.0,10.0,55.0,44.0
1495,4.18181818181818,4773.32510822511,46,15.0,10.0,34.0,15.0,10.0,13.0,60.0,39.0
1496,3.54545454545455,4684.27878787879,39,10.0,20.0,23.0,25.0,10.0,10.0,38.0,61.0
1497,3.66666666666667,3993.20138888889,44,6.0,11.0,20.0,25.0,6.0,29.0,40.0,59.0
1498,3.66666666666667,5017.98472222222,44,4.0,11.0,34.0,20.0,6.0,22.0,40.0,59.0
1499,3.54545454545455,6317.08333333333,39,17.0,17.0,2.0,17.0,17.0,25.0,58.0,41.0
15,3.66666666666667,4830.1,44,9.0,9.0,25.0,25.0,15.0,15.0,63.0,36.0
150,3.0,5075.92857142857,36,8.0,16.0,22.0,22.0,8.0,22.0,52.0,47.0
1500,4.18181818181818,5457.65692640693,46,8.0,26.0,15.0,21.0,4.0,23.0,45.0,54.0
1501,2.83333333333333,3950.67013888889,34,14.0,20.0,8.0,26.0,5.0,23.0,38.0,61.0
1502,3.81818181818182,6212.15151515152,42,14.0,19.0,16.0,16.0,14.0,19.0,52.0,47.0
1503,3.4,5198.04583333333,34,5.0,23.0,11.0,23.0,8.0,26.0,52.0,47.0
1504,3.33333333333333,5457.18452380952,40,17.0,20.0,17.0,15.0,12.0,17.0,55.0,45.0
1505,3.58333333333333,4452.96203703704,43,6.0,32.0,23.0,16.0,6.0,13.0,41.0,58.0
1506,3.54545454545455,6165.91515151515,39,10.0,7.0,15.0,20.0,17.0,28.0,66.0,33.0
1507,4.08333333333333,4727.40496031746,49,6.0,8.0,20.0,26.0,16.0,22.0,55.0,44.0
1508,2.83333333333333,5105.71944444444,34,2.0,11.0,23.0,23.0,17.0,20.0,58.0,41.0
1509,3.3,5289.98333333333,33,15.0,24.0,18.0,15.0,15.0,12.0,54.0,45.0
151,3.33333333333333,4656.71296296296,30,3.0,26.0,23.0,20.0,10.0,16.0,50.0,50.0
1510,3.54545454545455,6050.97056277056,39,12.0,15.0,28.0,17.0,7.0,17.0,53.0,46.0
1511,3.83333333333333,5780.08055555556,46,8.0,19.0,21.0,23.0,15.0,10.0,47.0,52.0
1512,4.18181818181818,5770.40476190476,46,4.0,30.0,19.0,15.0,13.0,17.0,45.0,54.0
1513,3.09090909090909,4979.18484848485,34,8.0,20.0,29.0,14.0,8.0,17.0,38.0,61.0
1514,2.33333333333333,3751.40694444444,28,14.0,21.0,28.0,21.0,0.0,14.0,53.0,46.0
1515,3.45454545454545,4602.05909090909,38,10.0,26.0,18.0,18.0,15.0,10.0,52.0,47.0
1516,2.36363636363636,5670.10606060606,26,3.0,23.0,26.0,15.0,11.0,19.0,65.0,34.0
1517,2.91666666666667,4857.42361111111,35,8.0,20.0,20.0,20.0,5.0,25.0,42.0,57.0
1518,3.75,4478.54186507936,45,4.0,26.0,20.0,17.0,13.0,17.0,57.0,42.0
1519,4.27272727272727,4902.57922077922,47,6.0,29.0,14.0,27.0,6.0,14.0,46.0,53.0
152,2.90909090909091,5372.93484848485,32,3.0,40.0,12.0,18.0,0.0,25.0,53.0,46.0
1520,3.08333333333333,5524.92361111111,37,10.0,13.0,18.0,24.0,5.0,27.0,37.0,62.0
1521,2.83333333333333,6034.91805555556,34,14.0,20.0,8.0,32.0,8.0,14.0,55.0,44.0
1522,3.09090909090909,4931.02121212121,34,5.0,17.0,8.0,32.0,26.0,8.0,70.0,29.0
1523,2.90909090909091,4902.97121212121,32,9.0,9.0,21.0,28.0,3.0,28.0,46.0,53.0
1524,2.81818181818182,5913.12878787879,31,19.0,6.0,32.0,12.0,9.0,19.0,54.0,45.0
1525,3.63636363636364,5257.35,40,12.0,12.0,20.0,20.0,5.0,30.0,42.0,57.0
1526,3.1,4103.025,31,6.0,29.0,35.0,19.0,3.0,6.0,48.0,51.0
1527,3.91666666666667,5638.92777777778,47,10.0,23.0,23.0,19.0,10.0,12.0,48.0,51.0
1528,3.33333333333333,5258.42956349206,40,5.0,17.0,32.0,20.0,5.0,20.0,55.0,45.0
1529,3.81818181818182,4608.5494949495,42,7.0,23.0,9.0,26.0,11.0,21.0,54.0,45.0
153,3.16666666666667,5093.11805555556,38,18.0,10.0,23.0,18.0,7.0,21.0,47.0,52.0
1530,2.66666666666667,5406.78273809524,32,18.0,21.0,9.0,15.0,9.0,25.0,56.0,43.0
1531,3.75,6019.57638888889,45,22.0,17.0,22.0,15.0,4.0,17.0,44.0,55.0
1532,3.66666666666667,4645.00972222222,44,9.0,13.0,20.0,27.0,6.0,22.0,61.0,38.0
1533,3.54545454545455,6345.1994949495,39,7.0,30.0,15.0,23.0,10.0,12.0,61.0,38.0
1534,2.63636363636364,4949.04545454545,29,13.0,24.0,20.0,17.0,10.0,13.0,37.0,62.0
1535,3.0,4174.70454545455,33,3.0,18.0,15.0,33.0,6.0,24.0,51.0,48.0
1536,3.66666666666667,4267.78395061728,33,12.0,24.0,12.0,9.0,9.0,33.0,48.0,51.0
1537,3.41666666666667,5269.91666666667,41,14.0,14.0,19.0,31.0,4.0,14.0,46.0,53.0
1538,2.5,4125.80555555556,30,3.0,26.0,30.0,13.0,10.0,16.0,53.0,46.0
1539,3.16666666666667,5594.17083333333,38,7.0,26.0,21.0,23.0,10.0,10.0,39.0,60.0
154,4.25,5360.88240740741,51,13.0,29.0,13.0,17.0,3.0,21.0,29.0,70.0
1540,2.91666666666667,7102.82222222222,35,11.0,17.0,31.0,20.0,11.0,8.0,60.0,40.0
1541,3.36363636363636,4531.68333333333,37,16.0,18.0,16.0,24.0,18.0,5.0,37.0,62.0
1542,2.63636363636364,4339.74696969697,29,10.0,24.0,20.0,10.0,17.0,17.0,62.0,37.0
1543,3.2,3948.0775,32,9.0,18.0,18.0,15.0,6.0,31.0,56.0,43.0
1544,2.91666666666667,4536.89027777778,35,8.0,11.0,17.0,25.0,11.0,25.0,54.0,45.0
1545,3.0,6675.12638888889,36,11.0,11.0,13.0,30.0,5.0,27.0,41.0,58.0
1546,3.4,3806.36833333333,34,8.0,26.0,8.0,14.0,14.0,26.0,67.0,32.0
1547,3.08333333333333,5378.93253968254,37,10.0,21.0,27.0,10.0,10.0,18.0,56.0,43.0
1548,4.33333333333333,5506.82242063492,52,5.0,23.0,21.0,19.0,11.0,19.0,61.0,38.0
1549,2.75,4782.96111111111,33,3.0,18.0,15.0,30.0,9.0,24.0,51.0,48.0
155,4.08333333333333,4760.1755952381,49,8.0,18.0,14.0,38.0,4.0,16.0,48.0,51.0
1550,2.5,3458.375,30,10.0,36.0,3.0,26.0,3.0,20.0,43.0,56.0
1551,3.41666666666667,6569.58333333333,41,21.0,24.0,21.0,17.0,4.0,9.0,41.0,58.0
1552,2.90909090909091,4854.50606060606,32,3.0,18.0,25.0,21.0,15.0,15.0,56.0,43.0
1553,4.36363636363636,4930.92777777778,48,14.0,14.0,12.0,14.0,8.0,35.0,45.0,54.0
1554,2.75,5595.38611111111,33,9.0,9.0,21.0,18.0,18.0,24.0,54.0,45.0
1555,3.45454545454545,5848.2803030303,38,23.0,10.0,31.0,13.0,5.0,15.0,44.0,55.0
1556,4.66666666666667,4481.48617724868,56,12.0,14.0,16.0,25.0,16.0,16.0,46.0,53.0
1557,2.81818181818182,6819.46060606061,31,6.0,22.0,16.0,25.0,6.0,22.0,64.0,35.0
1558,3.58333333333333,5280.80694444444,43,11.0,30.0,23.0,11.0,4.0,18.0,48.0,51.0
1559,4.1,5280.99833333333,41,12.0,7.0,21.0,34.0,12.0,12.0,56.0,43.0
156,3.25,6065.31706349206,39,15.0,20.0,20.0,15.0,12.0,15.0,46.0,53.0
1560,3.58333333333333,5777.11041666667,43,18.0,25.0,18.0,11.0,2.0,23.0,32.0,67.0
1561,3.33333333333333,5775.0119047619,40,22.0,17.0,10.0,20.0,2.0,27.0,22.0,77.0
1562,2.91666666666667,5236.89236111111,35,11.0,17.0,14.0,20.0,17.0,20.0,51.0,48.0
1563,3.08333333333333,4327.45138888889,37,2.0,18.0,24.0,21.0,8.0,24.0,51.0,48.0
1564,3.0,4202.8125,36,5.0,13.0,16.0,25.0,11.0,27.0,41.0,58.0
1565,4.0,5564.73484848485,44,9.0,27.0,15.0,15.0,18.0,13.0,45.0,54.0
1566,3.66666666666667,7006.17142857143,44,4.0,11.0,22.0,15.0,15.0,29.0,54.0,45.0
1567,2.27272727272727,5282.29696969697,25,12.0,28.0,4.0,12.0,4.0,40.0,48.0,52.0
1568,2.18181818181818,4950.86363636364,24,8.0,25.0,16.0,20.0,12.0,16.0,58.0,41.0
1569,3.0,5963.75185185185,27,14.0,14.0,29.0,3.0,14.0,22.0,44.0,55.0
157,3.25,5468.2,39,7.0,25.0,15.0,25.0,5.0,20.0,33.0,66.0
1570,3.90909090909091,4984.59393939394,43,6.0,25.0,18.0,20.0,11.0,16.0,65.0,34.0
1571,3.6,6278.48904761905,36,2.0,19.0,19.0,25.0,11.0,22.0,61.0,38.0
1572,3.5,4642.73263888889,42,0.0,38.0,26.0,14.0,7.0,14.0,54.0,45.0
1573,4.0,4325.96666666667,44,2.0,34.0,13.0,29.0,9.0,11.0,47.0,52.0
1574,2.2,4433.91,22,9.0,27.0,18.0,9.0,18.0,18.0,63.0,36.0
1575,3.41666666666667,6003.63055555556,41,4.0,26.0,26.0,17.0,4.0,19.0,51.0,48.0
1576,3.54545454545455,5749.42640692641,39,2.0,12.0,28.0,28.0,5.0,23.0,53.0,46.0
1577,3.0,6410.41666666667,33,9.0,12.0,12.0,21.0,21.0,24.0,66.0,33.0
1578,3.33333333333333,5755.98055555555,40,7.0,25.0,17.0,7.0,20.0,22.0,47.0,52.0
1579,4.08333333333333,4590.19454365079,49,22.0,22.0,12.0,14.0,10.0,18.0,42.0,57.0
158,3.33333333333333,5924.8130952381,40,7.0,17.0,17.0,30.0,12.0,15.0,60.0,40.0
1580,2.54545454545455,6084.38636363636,28,14.0,7.0,32.0,7.0,14.0,25.0,53.0,46.0
1581,3.58333333333333,6103.375,43,13.0,18.0,25.0,11.0,9.0,20.0,48.0,51.0
1582,2.33333333333333,4409.68055555556,28,14.0,28.0,17.0,17.0,3.0,17.0,42.0,57.0
1583,3.5,6138.39166666667,35,5.0,20.0,17.0,20.0,5.0,31.0,48.0,51.0
1584,3.54545454545455,5522.46818181818,39,12.0,20.0,23.0,25.0,10.0,7.0,46.0,53.0
1585,3.09090909090909,4623.95454545455,34,8.0,29.0,20.0,8.0,11.0,20.0,61.0,38.0
1586,3.0,5910.02638888889,36,2.0,16.0,13.0,27.0,2.0,36.0,55.0,44.0
1587,3.5,4904.37777777778,42,11.0,23.0,14.0,26.0,4.0,19.0,35.0,64.0
1588,2.90909090909091,4794.74545454545,32,9.0,21.0,21.0,15.0,18.0,12.0,50.0,50.0
1589,3.72727272727273,5749.61645021645,41,7.0,17.0,17.0,12.0,9.0,36.0,51.0,48.0
159,4.18181818181818,5009.72034632035,46,10.0,19.0,23.0,19.0,10.0,15.0,45.0,54.0
1590,3.54545454545455,4632.33333333333,39,15.0,17.0,17.0,23.0,10.0,15.0,43.0,56.0
1591,3.58333333333333,5531.04722222222,43,13.0,6.0,25.0,27.0,4.0,20.0,32.0,67.0
1592,3.1,4632.47666666667,31,9.0,19.0,19.0,12.0,19.0,19.0,58.0,41.0
1593,4.0,6536.81277056277,44,11.0,25.0,15.0,15.0,13.0,18.0,45.0,54.0
1594,2.91666666666667,7138.27083333333,35,8.0,17.0,31.0,20.0,2.0,20.0,42.0,57.0
1595,3.41666666666667,5134.375,41,2.0,21.0,14.0,29.0,9.0,21.0,51.0,48.0
1596,2.75,5522.88888888889,33,15.0,27.0,21.0,6.0,9.0,21.0,33.0,66.0
1597,3.08333333333333,3986.55138888889,37,8.0,27.0,18.0,27.0,5.0,13.0,62.0,37.0
