ip_id,label,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR
704,0.0,1975.0,2009-06-15,0.0,45226.0,1013677.0,2.0,1.0,1.0,6,9.0,5.0,8.0,6.0,3.0,6.0,10.0,12.0,5.0,1.0,6.0,0.0,3.0,9.0,5.0,12.0,8.33333333333333,5948.008730158729,2.9166666666666696,4637.979166666671,35.0,14.0,20.0,22.0,20.0,5.0,17.0,45.0,54.0
705,0.0,1974.0,2009-05-08,0.0,42839.0,500.0,1.0,4.0,4.0,9,4.0,1.0,6.0,9.0,3.0,7.0,12.0,4.0,3.0,0.0,10.0,0.0,3.0,10.0,10.0,10.0,6.91666666666667,4205.8269459707,3.0,6606.027777777779,36.0,8.0,19.0,19.0,19.0,8.0,25.0,55.0,44.0
706,0.0,1975.0,2014-11-11,2.0,38469.0,500.0,1.0,2.0,2.0,3,8.0,10.0,10.0,8.0,3.0,7.0,6.0,5.0,1.0,1.0,6.0,0.0,0.0,13.0,8.0,6.0,9.33333333333333,5034.11557539683,3.45454545454545,5243.636363636359,38.0,7.0,26.0,18.0,23.0,5.0,18.0,47.0,52.0
707,0.0,1976.0,2006-08-10,0.0,36943.0,500.0,2.0,4.0,5.0,5,4.0,7.0,10.0,5.0,5.0,2.0,12.0,4.0,3.0,0.0,7.0,1.0,2.0,9.0,8.0,14.0,7.58333333333333,5085.74627525253,3.0,5396.402777777779,36.0,5.0,13.0,16.0,19.0,22.0,22.0,50.0,50.0
708,0.0,1982.0,2006-02-16,2.0,39160.0,366289.0,1.0,1.0,3.0,1,4.0,10.0,2.0,8.0,2.0,4.0,10.0,3.0,3.0,1.0,10.0,0.0,1.0,17.0,11.0,13.0,8.25,5319.51716269841,2.90909090909091,5748.67965367965,32.0,0.0,25.0,18.0,25.0,9.0,21.0,59.0,40.0
709,0.0,1980.0,2007-10-09,0.0,44537.0,500.0,1.0,3.0,2.0,9,12.0,6.0,8.0,4.0,4.0,3.0,10.0,4.0,3.0,0.0,7.0,0.0,6.0,14.0,3.0,9.0,7.58333333333333,5184.9001984127,3.1666666666666696,4795.652777777779,38.0,18.0,13.0,10.0,21.0,10.0,26.0,34.0,65.0
710,0.0,1986.0,2011-09-04,0.0,40755.0,500.0,2.0,2.0,1.0,7,6.0,8.0,13.0,4.0,2.0,4.0,5.0,5.0,5.0,0.0,7.0,1.0,4.0,19.0,5.0,5.0,7.58333333333333,5118.42697649573,2.9,6108.94166666667,29.0,3.0,34.0,10.0,20.0,3.0,27.0,37.0,62.0
711,0.0,1977.0,2011-09-27,0.0,36400.0,1927284.0,1.0,2.0,4.0,12,7.0,11.0,10.0,11.0,2.0,4.0,5.0,6.0,3.0,0.0,10.0,0.0,2.0,11.0,6.0,7.0,7.5,4537.47673160173,3.1666666666666696,4217.69523809524,38.0,10.0,5.0,39.0,21.0,5.0,18.0,36.0,63.0
712,0.0,1976.0,2006-03-29,0.0,44383.0,112139.0,2.0,4.0,5.0,1,5.0,6.0,10.0,8.0,1.0,5.0,6.0,5.0,5.0,0.0,5.0,0.0,1.0,16.0,4.0,18.0,6.25,4565.075429894179,3.0,5459.60297619048,36.0,2.0,30.0,25.0,25.0,8.0,8.0,52.0,47.0
713,0.0,1981.0,2009-11-16,1.0,37528.0,500.0,1.0,2.0,2.0,8,7.0,9.0,6.0,3.0,2.0,7.0,7.0,6.0,4.0,0.0,13.0,0.0,1.0,14.0,8.0,6.0,7.58333333333333,4811.40554029304,3.0,5528.356060606059,33.0,15.0,6.0,24.0,21.0,12.0,21.0,54.0,45.0
714,0.0,1976.0,2010-12-21,0.0,42696.0,720467.0,1.0,1.0,3.0,5,4.0,5.0,11.0,9.0,2.0,4.0,10.0,5.0,5.0,0.0,5.0,1.0,3.0,12.0,6.0,10.0,7.25,5128.51978114478,3.5,4968.053571428571,35.0,17.0,25.0,22.0,17.0,11.0,5.0,54.0,45.0
715,0.0,1984.0,2018-01-11,0.0,49673.0,526721.0,2.0,1.0,1.0,8,6.0,7.0,8.0,13.0,1.0,4.0,8.0,7.0,4.0,0.0,8.0,2.0,3.0,9.0,4.0,9.0,6.91666666666667,5254.96213624339,2.6666666666666696,5101.781944444439,32.0,12.0,12.0,28.0,15.0,15.0,15.0,50.0,50.0
716,0.0,1977.0,2008-03-24,0.0,35471.0,500.0,1.0,4.0,6.0,4,10.0,6.0,12.0,6.0,5.0,5.0,5.0,4.0,2.0,0.0,6.0,1.0,6.0,12.0,1.0,12.0,6.16666666666667,5307.775330687829,4.16666666666667,5296.276388888889,50.0,12.0,24.0,14.0,18.0,12.0,20.0,48.0,52.0
717,0.0,1983.0,2010-11-01,0.0,45914.0,500.0,1.0,4.0,2.0,6,3.0,8.0,15.0,4.0,3.0,7.0,4.0,7.0,3.0,0.0,9.0,2.0,3.0,10.0,5.0,10.0,7.66666666666667,5030.32169117647,3.45454545454545,5585.58333333333,38.0,5.0,21.0,23.0,23.0,7.0,18.0,44.0,55.0
718,0.0,1978.0,2008-02-21,0.0,41252.0,1293024.0,1.0,1.0,2.0,11,6.0,7.0,8.0,7.0,8.0,10.0,3.0,3.0,8.0,0.0,9.0,2.0,3.0,8.0,7.0,11.0,8.33333333333333,4689.907272126021,3.81818181818182,5336.751515151521,42.0,4.0,11.0,16.0,26.0,21.0,19.0,66.0,33.0
719,0.0,1984.0,2007-12-11,0.0,42327.0,500.0,2.0,2.0,6.0,4,9.0,8.0,7.0,7.0,4.0,2.0,13.0,4.0,4.0,1.0,3.0,2.0,3.0,17.0,4.0,2.0,6.75,5518.68921957672,3.0,4974.40151515151,33.0,6.0,21.0,30.0,21.0,9.0,12.0,66.0,33.0
720,0.0,1972.0,2006-07-16,0.0,38237.0,500.0,1.0,1.0,5.0,7,5.0,5.0,7.0,6.0,3.0,2.0,11.0,7.0,2.0,1.0,10.0,0.0,4.0,17.0,2.0,10.0,9.5,5430.89003727754,4.0,4482.1875,32.0,12.0,18.0,6.0,34.0,12.0,15.0,46.0,53.0
721,0.0,1972.0,2006-09-07,0.0,39591.0,923987.0,2.0,4.0,6.0,5,6.0,5.0,5.0,6.0,6.0,2.0,12.0,3.0,8.0,0.0,12.0,3.0,1.0,12.0,3.0,8.0,9.0,4681.36877705628,3.5833333333333304,5459.87222222222,43.0,9.0,11.0,16.0,20.0,11.0,30.0,51.0,48.0
722,0.0,1974.0,2010-11-07,0.0,40780.0,500.0,1.0,1.0,6.0,3,5.0,4.0,10.0,6.0,3.0,8.0,14.0,6.0,5.0,0.0,6.0,1.0,2.0,8.0,5.0,16.0,8.25,5366.45087782588,3.0,5056.46111111111,36.0,19.0,25.0,19.0,5.0,11.0,19.0,44.0,55.0
723,0.0,1988.0,2009-06-30,0.0,41111.0,147421.0,1.0,4.0,2.0,1,13.0,8.0,3.0,9.0,4.0,2.0,5.0,4.0,4.0,0.0,11.0,3.0,1.0,15.0,6.0,6.0,7.66666666666667,4781.220430495429,3.5,4735.58571428571,42.0,4.0,14.0,14.0,28.0,9.0,28.0,57.0,42.0
724,0.0,1979.0,2012-10-25,1.0,46798.0,500.0,2.0,3.0,1.0,6,4.0,11.0,5.0,5.0,0.0,7.0,12.0,5.0,2.0,0.0,5.0,1.0,1.0,12.0,6.0,14.0,8.75,5430.61883903134,3.6363636363636402,5805.07272727273,40.0,5.0,10.0,40.0,17.0,10.0,17.0,57.0,42.0
725,0.0,1981.0,2014-11-19,0.0,45600.0,500.0,1.0,1.0,3.0,1,8.0,7.0,10.0,6.0,1.0,4.0,7.0,1.0,4.0,0.0,11.0,2.0,3.0,11.0,9.0,8.0,9.16666666666667,5439.9709478022,4.9,4978.735,49.0,12.0,14.0,24.0,12.0,10.0,26.0,59.0,40.0
726,0.0,1977.0,2014-05-12,0.0,40737.0,500.0,2.0,3.0,2.0,4,11.0,6.0,6.0,6.0,3.0,6.0,11.0,6.0,4.0,1.0,12.0,1.0,0.0,10.0,4.0,11.0,8.16666666666667,6296.408431029749,2.45454545454545,5787.356060606059,27.0,14.0,25.0,11.0,29.0,7.0,11.0,59.0,40.0
727,0.0,1980.0,2009-10-25,0.0,46171.0,120647.0,1.0,3.0,5.0,7,4.0,0.0,23.0,2.0,1.0,8.0,12.0,6.0,4.0,0.0,8.0,1.0,4.0,9.0,4.0,9.0,6.08333333333333,5034.4407196969705,2.8333333333333304,5254.56944444444,34.0,5.0,8.0,29.0,35.0,8.0,11.0,52.0,47.0
728,0.0,1980.0,2008-04-19,0.0,39488.0,219216.0,2.0,4.0,2.0,8,5.0,2.0,9.0,13.0,3.0,6.0,9.0,6.0,5.0,1.0,5.0,2.0,0.0,14.0,7.0,7.0,7.66666666666667,5561.681285612541,3.6363636363636402,5508.340909090911,40.0,2.0,32.0,12.0,15.0,17.0,20.0,52.0,47.0
729,0.0,1979.0,2012-03-22,0.0,39752.0,508178.0,1.0,3.0,1.0,12,8.0,8.0,6.0,9.0,2.0,5.0,12.0,3.0,2.0,1.0,5.0,0.0,2.0,14.0,4.0,12.0,7.25,5522.45913299663,4.7,5981.33880952381,47.0,8.0,21.0,23.0,23.0,6.0,17.0,53.0,46.0
730,0.0,1982.0,2009-09-21,0.0,44786.0,1048656.0,2.0,3.0,4.0,1,8.0,2.0,7.0,7.0,3.0,5.0,14.0,6.0,2.0,0.0,13.0,0.0,3.0,14.0,6.0,8.0,8.16666666666667,4693.56988936989,3.1666666666666696,3828.2847222222204,38.0,13.0,23.0,15.0,18.0,2.0,26.0,47.0,52.0
731,0.0,1981.0,2006-11-09,2.0,42863.0,41589.0,2.0,3.0,3.0,5,9.0,7.0,9.0,6.0,11.0,6.0,8.0,4.0,2.0,0.0,5.0,1.0,2.0,8.0,5.0,11.0,9.08333333333333,4930.8937740500205,3.0833333333333304,4661.19027777778,37.0,5.0,24.0,24.0,13.0,8.0,24.0,67.0,32.0
732,0.0,1979.0,2011-05-28,0.0,38170.0,338016.0,1.0,2.0,5.0,8,5.0,4.0,7.0,7.0,4.0,8.0,8.0,4.0,8.0,0.0,7.0,2.0,1.0,6.0,6.0,14.0,8.83333333333333,4277.10520532708,3.0,5564.02272727273,33.0,15.0,24.0,15.0,27.0,3.0,15.0,42.0,57.0
733,0.0,1988.0,2013-06-12,0.0,46910.0,100144.0,1.0,2.0,5.0,3,3.0,5.0,9.0,6.0,3.0,5.0,4.0,7.0,4.0,1.0,8.0,0.0,2.0,14.0,12.0,17.0,8.33333333333333,4967.28278781404,2.8,4257.016666666671,28.0,17.0,17.0,21.0,10.0,7.0,25.0,35.0,64.0
734,0.0,1978.0,2009-11-08,0.0,42048.0,807909.0,1.0,1.0,5.0,9,12.0,7.0,11.0,8.0,4.0,5.0,10.0,6.0,3.0,0.0,5.0,2.0,2.0,7.0,5.0,8.0,7.91666666666667,5619.55009920635,3.3636363636363598,4022.83560606061,37.0,13.0,16.0,24.0,8.0,16.0,21.0,54.0,45.0
735,0.0,1979.0,2007-01-30,0.0,41144.0,500.0,2.0,1.0,2.0,5,10.0,4.0,15.0,2.0,0.0,7.0,5.0,2.0,2.0,0.0,7.0,0.0,6.0,14.0,2.0,10.0,8.41666666666667,4899.762001887,3.0833333333333304,5622.74583333333,37.0,10.0,16.0,16.0,32.0,8.0,16.0,29.0,70.0
736,0.0,1983.0,2014-03-24,1.0,42563.0,274375.0,1.0,2.0,5.0,5,7.0,3.0,11.0,9.0,2.0,9.0,6.0,6.0,2.0,0.0,15.0,0.0,2.0,4.0,5.0,10.0,8.75,5243.5886002886,3.4166666666666696,5125.73253968254,41.0,12.0,24.0,19.0,19.0,4.0,19.0,43.0,56.0
737,0.0,1980.0,2008-06-16,0.0,44981.0,437149.0,2.0,1.0,3.0,8,7.0,7.0,10.0,4.0,4.0,6.0,6.0,5.0,3.0,0.0,13.0,3.0,4.0,7.0,6.0,8.0,7.66666666666667,5422.99340913716,2.8333333333333304,5527.9513888888905,34.0,8.0,8.0,35.0,23.0,11.0,11.0,44.0,55.0
738,0.0,1989.0,2014-08-14,2.0,42808.0,500.0,2.0,4.0,6.0,8,13.0,4.0,14.0,7.0,3.0,4.0,7.0,4.0,2.0,0.0,7.0,0.0,1.0,11.0,2.0,7.0,8.41666666666667,5038.757506613761,2.6666666666666696,7151.20833333333,32.0,6.0,12.0,12.0,25.0,9.0,34.0,50.0,50.0
739,0.0,1985.0,2014-01-17,0.0,45699.0,500.0,1.0,1.0,2.0,4,6.0,3.0,8.0,8.0,0.0,7.0,10.0,3.0,3.0,0.0,11.0,0.0,2.0,12.0,6.0,10.0,8.58333333333333,4627.65168858919,3.75,4971.93573232323,45.0,8.0,17.0,26.0,24.0,8.0,13.0,42.0,57.0
740,0.0,1976.0,2008-11-04,0.0,40130.0,500.0,2.0,3.0,3.0,1,4.0,6.0,7.0,7.0,3.0,3.0,6.0,5.0,3.0,0.0,11.0,0.0,1.0,20.0,4.0,11.0,8.83333333333333,5539.68589466089,3.54545454545455,5300.02424242424,39.0,12.0,20.0,20.0,12.0,12.0,20.0,41.0,58.0
741,0.0,1981.0,2009-01-23,0.0,47535.0,247424.0,1.0,3.0,3.0,5,9.0,2.0,5.0,7.0,1.0,2.0,12.0,8.0,8.0,0.0,11.0,0.0,0.0,10.0,8.0,10.0,9.0,4609.14450549451,3.6363636363636402,5656.636796536801,40.0,10.0,15.0,15.0,22.0,10.0,27.0,62.0,37.0
742,0.0,1978.0,2013-05-07,0.0,42024.0,1300285.0,2.0,2.0,6.0,1,11.0,9.0,11.0,6.0,2.0,5.0,4.0,7.0,4.0,0.0,6.0,0.0,4.0,9.0,3.0,9.0,8.75,5298.5744047619,3.0833333333333304,5440.35,37.0,10.0,13.0,16.0,32.0,5.0,21.0,48.0,51.0
743,0.0,1982.0,2009-06-01,4.0,42388.0,500.0,2.0,1.0,1.0,9,4.0,2.0,10.0,7.0,6.0,2.0,10.0,7.0,8.0,0.0,3.0,2.0,5.0,15.0,0.0,15.0,8.0,5261.31815730566,3.75,4393.095833333329,45.0,6.0,17.0,28.0,20.0,6.0,20.0,46.0,53.0
744,0.0,1982.0,2010-05-12,1.0,41341.0,500.0,2.0,4.0,2.0,11,8.0,12.0,9.0,1.0,5.0,5.0,13.0,10.0,2.0,0.0,5.0,0.0,3.0,10.0,4.0,5.0,9.0,4823.4207521645,3.25,6470.77896825397,39.0,7.0,28.0,12.0,10.0,15.0,25.0,48.0,51.0
745,0.0,1978.0,2008-05-25,0.0,43320.0,149474.0,2.0,1.0,5.0,9,9.0,9.0,8.0,10.0,4.0,1.0,3.0,4.0,2.0,0.0,8.0,2.0,2.0,13.0,4.0,14.0,7.0,5303.14680435305,2.90909090909091,5820.8196969697,32.0,9.0,25.0,18.0,6.0,18.0,21.0,62.0,37.0
746,0.0,1981.0,2008-07-03,0.0,37441.0,500.0,2.0,4.0,3.0,8,8.0,4.0,11.0,6.0,2.0,2.0,11.0,6.0,2.0,0.0,15.0,0.0,3.0,11.0,3.0,6.0,8.83333333333333,5995.2164578477095,4.41666666666667,3909.7080357142895,53.0,5.0,15.0,22.0,16.0,9.0,30.0,64.0,35.0
747,0.0,1978.0,2016-07-28,0.0,46763.0,500.0,1.0,3.0,1.0,4,14.0,9.0,3.0,5.0,2.0,2.0,11.0,7.0,5.0,1.0,9.0,3.0,1.0,8.0,3.0,10.0,7.08333333333333,5081.13203162578,2.9166666666666696,5552.02083333333,35.0,11.0,20.0,11.0,31.0,14.0,11.0,57.0,42.0
748,0.0,1973.0,2012-11-12,0.0,39355.0,710033.0,2.0,3.0,3.0,6,10.0,3.0,7.0,7.0,3.0,1.0,7.0,8.0,2.0,0.0,12.0,3.0,2.0,10.0,7.0,11.0,6.66666666666667,4284.486574074071,3.4,5832.48666666667,34.0,8.0,35.0,11.0,23.0,5.0,14.0,44.0,55.0
749,0.0,1978.0,2010-04-27,0.0,39460.0,500.0,1.0,3.0,3.0,5,8.0,8.0,15.0,8.0,1.0,3.0,9.0,4.0,3.0,0.0,7.0,0.0,2.0,10.0,8.0,9.0,7.08333333333333,5061.1440205627705,3.0,5465.75,36.0,5.0,33.0,11.0,25.0,13.0,11.0,55.0,44.0
750,0.0,1975.0,2010-01-09,0.0,35384.0,500.0,2.0,3.0,2.0,3,2.0,7.0,8.0,4.0,1.0,8.0,10.0,8.0,3.0,0.0,10.0,1.0,0.0,16.0,7.0,9.0,9.33333333333333,5464.62786920324,3.3636363636363598,5035.271212121211,37.0,8.0,24.0,18.0,18.0,5.0,24.0,54.0,45.0
751,0.0,1985.0,2011-02-16,0.0,43839.0,500.0,1.0,4.0,4.0,1,3.0,4.0,16.0,6.0,3.0,2.0,10.0,4.0,5.0,0.0,6.0,1.0,2.0,15.0,2.0,10.0,8.75,5164.21756345506,3.25,4764.483333333329,39.0,17.0,10.0,15.0,15.0,10.0,30.0,41.0,58.0
752,0.0,1975.0,2012-03-05,0.0,44077.0,1288327.0,1.0,2.0,5.0,12,7.0,9.0,7.0,3.0,0.0,3.0,14.0,3.0,4.0,0.0,9.0,1.0,2.0,16.0,3.0,8.0,8.66666666666667,5870.47777777778,3.3333333333333304,6517.35833333333,40.0,12.0,10.0,17.0,25.0,5.0,30.0,52.0,47.0
753,0.0,1981.0,2012-09-14,1.0,39404.0,310336.0,2.0,2.0,4.0,6,10.0,5.0,8.0,3.0,1.0,4.0,3.0,5.0,4.0,0.0,16.0,2.0,1.0,17.0,7.0,6.0,7.41666666666667,5401.80677308802,3.3333333333333304,6222.67777777778,40.0,10.0,25.0,17.0,17.0,10.0,20.0,35.0,65.0
754,0.0,1975.0,2013-10-01,0.0,39204.0,790350.0,1.0,4.0,3.0,11,6.0,1.0,10.0,8.0,0.0,6.0,8.0,4.0,2.0,0.0,13.0,0.0,4.0,9.0,6.0,9.0,8.41666666666667,5691.043574134201,3.1666666666666696,5533.91805555556,38.0,10.0,18.0,21.0,18.0,15.0,15.0,65.0,34.0
755,0.0,1982.0,2004-08-06,0.0,47482.0,529647.0,2.0,4.0,5.0,9,5.0,5.0,9.0,6.0,4.0,3.0,11.0,4.0,4.0,0.0,8.0,1.0,2.0,13.0,8.0,10.0,7.75,5365.86409238909,3.81818181818182,4950.08528138528,42.0,9.0,21.0,21.0,9.0,16.0,21.0,61.0,38.0
756,0.0,1984.0,2009-11-11,0.0,45931.0,621696.0,1.0,1.0,5.0,4,10.0,4.0,11.0,8.0,2.0,0.0,9.0,6.0,2.0,0.0,15.0,0.0,1.0,11.0,2.0,11.0,9.08333333333333,4762.1486492674,3.54545454545455,6513.398917748921,39.0,7.0,12.0,28.0,17.0,10.0,23.0,61.0,38.0
757,0.0,1974.0,2015-10-14,0.0,39916.0,500.0,2.0,2.0,4.0,11,12.0,10.0,9.0,9.0,1.0,1.0,5.0,4.0,6.0,1.0,7.0,0.0,3.0,11.0,4.0,11.0,7.33333333333333,5748.09202394827,4.0,4583.75462962963,48.0,8.0,20.0,18.0,18.0,18.0,14.0,64.0,35.0
758,0.0,1978.0,2015-03-01,0.0,47496.0,519367.0,2.0,1.0,3.0,1,5.0,12.0,7.0,6.0,2.0,4.0,7.0,2.0,9.0,0.0,6.0,1.0,7.0,11.0,8.0,8.0,7.91666666666667,5529.0875330687795,3.0,4562.53888888889,36.0,8.0,22.0,19.0,8.0,5.0,36.0,47.0,52.0
759,0.0,1978.0,2012-07-15,0.0,43284.0,155548.0,2.0,2.0,6.0,4,8.0,9.0,13.0,6.0,1.0,4.0,7.0,3.0,6.0,0.0,9.0,2.0,2.0,6.0,6.0,10.0,7.58333333333333,5820.99738756614,4.1,4709.4930952381,41.0,12.0,17.0,29.0,14.0,4.0,21.0,58.0,41.0
760,0.0,1985.0,2010-09-05,1.0,45029.0,500.0,1.0,2.0,2.0,9,6.0,6.0,15.0,7.0,0.0,2.0,5.0,2.0,9.0,0.0,13.0,0.0,2.0,12.0,3.0,9.0,8.75,6159.765542328039,3.25,5453.0375,39.0,7.0,12.0,17.0,25.0,10.0,25.0,46.0,53.0
761,0.0,1985.0,2016-08-17,0.0,48818.0,500.0,2.0,3.0,4.0,3,4.0,6.0,8.0,8.0,4.0,3.0,9.0,6.0,7.0,0.0,5.0,1.0,2.0,10.0,9.0,10.0,7.66666666666667,4513.6898899711405,2.8333333333333304,5727.66567460318,34.0,17.0,11.0,11.0,20.0,17.0,20.0,52.0,47.0
762,0.0,1980.0,2005-12-06,0.0,45876.0,500.0,2.0,1.0,4.0,6,10.0,10.0,8.0,5.0,3.0,1.0,7.0,6.0,2.0,0.0,12.0,1.0,2.0,11.0,6.0,10.0,7.41666666666667,5139.87601010101,2.7272727272727297,5107.095454545461,30.0,16.0,23.0,20.0,16.0,3.0,20.0,50.0,50.0
763,0.0,1975.0,2016-08-18,0.0,50056.0,500.0,2.0,2.0,3.0,11,4.0,11.0,12.0,7.0,3.0,2.0,5.0,10.0,5.0,0.0,7.0,0.0,2.0,13.0,9.0,9.0,8.25,5528.481947450699,3.45454545454545,5315.52792207792,38.0,0.0,7.0,15.0,42.0,13.0,21.0,57.0,42.0
764,0.0,1984.0,2014-11-16,1.0,46828.0,1426481.0,2.0,2.0,1.0,11,4.0,15.0,11.0,5.0,3.0,4.0,8.0,8.0,3.0,0.0,6.0,0.0,0.0,13.0,2.0,13.0,10.4166666666667,4793.16473214286,3.09090909090909,5267.48939393939,34.0,5.0,29.0,26.0,20.0,0.0,17.0,61.0,38.0
765,0.0,1975.0,2007-04-10,0.0,50461.0,352437.0,1.0,1.0,3.0,2,8.0,4.0,7.0,3.0,3.0,7.0,14.0,4.0,4.0,0.0,10.0,0.0,1.0,14.0,4.0,8.0,6.83333333333333,5299.687626262629,2.2727272727272703,4814.97727272727,25.0,8.0,12.0,16.0,24.0,28.0,12.0,68.0,32.0
766,0.0,1977.0,2014-03-25,0.0,40684.0,500.0,1.0,3.0,1.0,7,5.0,7.0,7.0,8.0,3.0,7.0,13.0,5.0,2.0,0.0,9.0,2.0,2.0,7.0,7.0,10.0,7.0,5324.8792989418,3.54545454545455,4433.76818181818,39.0,5.0,12.0,12.0,33.0,17.0,17.0,53.0,46.0
767,0.0,1984.0,2010-12-17,0.0,44450.0,500.0,2.0,4.0,3.0,11,5.0,6.0,16.0,6.0,5.0,8.0,8.0,3.0,2.0,0.0,11.0,0.0,1.0,10.0,5.0,8.0,7.75,5315.62132936508,2.0,4514.939393939389,22.0,9.0,18.0,27.0,9.0,13.0,22.0,68.0,31.0
768,0.0,1975.0,2011-02-11,1.0,47945.0,433064.0,1.0,1.0,2.0,5,10.0,8.0,4.0,10.0,5.0,3.0,3.0,5.0,2.0,0.0,9.0,1.0,2.0,12.0,6.0,13.0,7.25,5021.63087606838,3.1666666666666696,6124.1736111111095,38.0,15.0,18.0,5.0,18.0,15.0,26.0,44.0,55.0
769,0.0,1988.0,2006-10-26,1.0,45634.0,500.0,2.0,2.0,3.0,2,4.0,7.0,11.0,13.0,2.0,4.0,10.0,1.0,3.0,1.0,10.0,2.0,3.0,10.0,3.0,10.0,7.33333333333333,5077.939120370371,3.1666666666666696,5294.79305555556,38.0,15.0,31.0,18.0,18.0,5.0,10.0,42.0,57.0
770,0.0,1980.0,2008-01-28,0.0,38200.0,952749.0,1.0,4.0,6.0,7,6.0,10.0,9.0,6.0,2.0,6.0,11.0,3.0,2.0,0.0,14.0,0.0,2.0,9.0,7.0,12.0,8.25,5900.79947089947,4.0,5775.824338624339,36.0,13.0,13.0,16.0,27.0,16.0,11.0,52.0,47.0
771,0.0,1980.0,2010-09-08,0.0,44075.0,500.0,1.0,4.0,1.0,11,13.0,4.0,11.0,6.0,2.0,10.0,5.0,3.0,8.0,0.0,7.0,1.0,2.0,10.0,4.0,8.0,7.5,5428.027717652721,3.54545454545455,5244.012878787879,39.0,5.0,20.0,10.0,20.0,23.0,20.0,58.0,41.0
772,0.0,1983.0,2000-03-01,0.0,42502.0,500.0,1.0,4.0,2.0,3,7.0,6.0,12.0,7.0,3.0,7.0,6.0,9.0,3.0,1.0,15.0,0.0,0.0,7.0,5.0,6.0,7.75,5443.08228761979,3.0,5070.595833333329,36.0,13.0,13.0,19.0,19.0,5.0,27.0,41.0,58.0
773,0.0,1974.0,2014-05-23,0.0,49132.0,500.0,2.0,1.0,2.0,7,6.0,7.0,8.0,8.0,3.0,3.0,10.0,8.0,2.0,0.0,7.0,3.0,2.0,12.0,8.0,9.0,8.0,4848.66488858364,2.54545454545455,4490.45303030303,28.0,7.0,21.0,25.0,28.0,7.0,10.0,42.0,57.0
774,0.0,1978.0,2009-09-30,0.0,44450.0,701245.0,1.0,2.0,3.0,9,6.0,2.0,10.0,7.0,5.0,3.0,13.0,6.0,3.0,0.0,10.0,0.0,3.0,11.0,7.0,8.0,6.66666666666667,5876.273785473791,3.8333333333333304,5594.97787698413,46.0,6.0,17.0,21.0,21.0,10.0,21.0,50.0,50.0
775,0.0,1975.0,2005-06-21,0.0,43431.0,500.0,2.0,2.0,3.0,8,11.0,6.0,10.0,4.0,4.0,7.0,7.0,6.0,5.0,0.0,10.0,2.0,0.0,11.0,3.0,6.0,7.33333333333333,5660.21111111111,3.5,5277.34,35.0,11.0,20.0,22.0,20.0,11.0,14.0,48.0,51.0
776,0.0,1986.0,2011-12-14,0.0,44809.0,500.0,2.0,4.0,1.0,1,6.0,6.0,12.0,9.0,0.0,3.0,5.0,5.0,5.0,0.0,12.0,0.0,1.0,14.0,7.0,12.0,8.08333333333333,4940.7984547859605,1.8181818181818201,5192.22727272727,20.0,10.0,25.0,35.0,10.0,0.0,20.0,50.0,50.0
777,0.0,1978.0,2017-05-10,0.0,34020.0,500.0,2.0,2.0,4.0,4,7.0,10.0,12.0,8.0,2.0,5.0,6.0,8.0,2.0,0.0,4.0,2.0,3.0,10.0,5.0,10.0,7.5,5072.01939333814,3.3333333333333304,6910.50198412698,40.0,15.0,12.0,15.0,17.0,20.0,20.0,62.0,37.0
778,0.0,1988.0,2009-03-01,0.0,43201.0,1345925.0,2.0,1.0,4.0,8,10.0,7.0,8.0,7.0,3.0,4.0,7.0,5.0,3.0,0.0,17.0,3.0,0.0,9.0,3.0,9.0,7.83333333333333,4440.51319143819,3.45454545454545,5000.889393939389,38.0,7.0,21.0,23.0,21.0,10.0,15.0,63.0,36.0
779,0.0,1975.0,2012-03-23,0.0,42697.0,500.0,2.0,1.0,1.0,11,7.0,9.0,10.0,6.0,0.0,5.0,12.0,7.0,5.0,0.0,8.0,0.0,1.0,10.0,9.0,7.0,8.0,5169.276752183,3.3333333333333304,4582.234722222221,40.0,12.0,15.0,17.0,25.0,10.0,20.0,50.0,50.0
780,0.0,1972.0,2013-05-03,0.0,44194.0,632339.0,2.0,3.0,5.0,12,5.0,10.0,12.0,9.0,4.0,5.0,7.0,3.0,2.0,0.0,5.0,1.0,2.0,11.0,4.0,13.0,7.33333333333333,5082.666071428571,3.3333333333333304,6679.970238095239,40.0,5.0,27.0,12.0,15.0,12.0,27.0,47.0,52.0
781,0.0,1979.0,2008-08-11,0.0,47986.0,500.0,1.0,2.0,4.0,9,6.0,6.0,7.0,13.0,2.0,2.0,6.0,3.0,1.0,0.0,18.0,1.0,3.0,11.0,8.0,6.0,7.5,5487.069020562771,2.75,5175.44444444444,33.0,9.0,15.0,24.0,12.0,12.0,27.0,54.0,45.0
