ip_id,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month
1974,3.272727273,5338.07013,36,5,25,13,16,8,30,61,38,5,10,8,5,6,2,12,4,4,0,7,0,3,10,7,9,9.333333333,5907.526206
1975,3.75,5049.778968,45,6,22,13,22,8,26,48,51,13,8,13,5,4,4,8,4,1,0,4,0,3,9,9,9,7.833333333,5366.776356
1976,2.727272727,5318.074242,30,13,26,30,6,10,13,50,50,7,7,8,7,3,7,8,5,1,0,6,0,1,13,7,13,9.416666667,4949.598918
1977,2.833333333,6578.116667,34,5,14,26,11,17,23,61,38,2,9,11,9,4,4,9,8,4,0,10,0,3,11,3,6,10.16666667,5916.975638
1978,2.916666667,5262.714286,35,5,20,22,20,14,17,54,45,9,9,5,8,1,3,13,5,3,0,10,0,3,10,3,6,8.5,5498.365848
1979,3.25,5791.044841,39,5,17,17,20,5,33,51,48,4,5,6,9,5,4,10,4,5,0,6,0,1,13,3,15,8.666666667,4842.294553
198,3.833333333,5228.068452,46,4,21,19,15,15,23,63,36,6,7,15,4,2,5,9,6,5,0,13,3,2,6,7,4,7.666666667,5101.04838
1980,3.833333333,6513.317063,46,10,10,23,21,10,21,60,39,9,4,7,10,8,3,6,6,3,0,9,0,2,12,7,10,8,5196.038327
1981,3.583333333,4286.568849,43,6,20,25,23,6,16,34,65,7,1,12,4,1,3,8,6,2,0,13,0,1,16,10,10,7.75,4493.70558
1982,3,4424.030303,33,12,21,24,18,3,21,42,57,8,10,3,8,2,6,6,10,3,0,3,1,0,8,11,15,7.5,5066.356142
1983,3.75,5267.388889,45,6,6,20,15,20,31,60,40,10,3,11,10,0,4,9,4,7,0,9,0,3,15,4,5,7.75,4960.243158
1984,3.363636364,5353.432576,37,5,24,10,27,10,21,54,45,8,8,8,5,3,1,7,3,5,0,16,2,0,10,3,14,7,5415.793651
1985,3.181818182,5858.649351,35,14,31,22,8,8,14,48,51,5,9,9,7,0,3,7,5,2,0,5,0,3,17,8,6,8.416666667,5160.475364
1986,3.333333333,5231.454167,40,7,17,17,15,15,27,37,62,11,4,8,3,4,1,9,6,3,0,9,0,2,15,7,9,8.833333333,5678.344213
1987,3.636363636,5781.416667,40,5,27,17,12,7,30,57,42,14,8,6,7,2,3,11,6,3,0,5,0,3,14,6,11,8.25,5486.739272
1988,3.9,4309.548333,39,10,20,17,12,10,28,48,51,12,9,9,8,2,3,2,9,5,0,7,1,2,13,5,11,8.166666667,5713.900499
1989,2.666666667,6601.576389,32,3,18,15,28,9,25,46,53,7,7,9,5,1,4,14,6,6,0,10,0,3,9,3,10,7.833333333,4395.309389
199,3.272727273,5092.733333,36,5,22,13,16,13,27,55,44,6,12,12,12,2,5,9,5,5,1,10,0,0,4,1,12,6.25,5172.834028
1990,3.363636364,4688.378788,37,10,13,13,29,8,24,48,51,7,11,7,5,1,7,9,4,3,1,8,3,1,11,6,11,7.916666667,5392.127679
1991,3.416666667,4833.879167,41,17,12,26,19,4,19,34,65,7,6,10,6,2,2,6,7,8,0,9,3,1,10,9,8,6.916666667,5603.17328
1992,3,4405.507576,33,9,12,15,24,12,27,63,36,10,5,6,11,3,4,7,5,4,0,10,1,3,11,3,14,8.083333333,5224.223894
1993,3.909090909,5066.24697,43,11,11,25,16,6,27,32,67,12,6,7,8,3,4,6,3,3,1,11,1,1,17,2,14,8.25,4682.549346
1994,3.363636364,4762.3921,37,13,18,24,10,8,24,37,62,10,7,11,5,4,4,7,4,2,0,9,3,5,7,4,10,7.333333333,5654.397156
1995,3.583333333,4087.361806,43,9,20,16,25,11,16,62,37,10,8,11,10,2,3,6,1,4,0,16,2,1,8,4,8,7.166666667,4375.884692
1996,3.75,4614.578535,45,6,17,22,33,6,13,48,51,8,6,8,6,4,6,6,8,4,0,8,1,2,10,4,12,7.75,4985.910979
1997,3.833333333,4411.296032,46,2,28,15,23,8,21,50,50,11,9,8,7,3,5,8,3,5,0,13,0,1,11,2,3,8.583333333,4411.521858
1998,3.583333333,4534.036111,43,13,23,18,20,6,16,48,51,5,5,10,2,6,5,11,5,5,1,12,1,2,16,5,9,8.333333333,4713.897255
1999,4.181818182,5785.492424,46,8,23,28,19,0,19,47,52,10,4,10,9,1,3,9,2,4,0,14,1,0,11,5,5,8.583333333,4842.393956
2,3.416666667,5606.084722,41,7,17,24,12,17,21,46,53,2,10,10,6,6,2,11,5,3,1,8,0,1,17,7,6,6.666666667,4087.811706
20,3.916666667,4180.367262,47,10,21,12,23,8,23,51,48,9,11,11,11,2,3,9,6,3,1,6,1,2,10,7,8,8.333333333,5139.384556
200,3.454545455,5466.580303,38,7,34,13,15,10,18,50,50,9,12,13,5,5,5,5,3,2,0,7,3,2,14,5,5,7.916666667,6062.132657
2000,3.25,4635.219444,39,2,23,28,12,12,20,41,58,6,6,7,10,4,1,4,9,3,0,6,1,2,19,5,10,7.333333333,5418.684905
2001,3.090909091,4457.889394,34,14,29,14,8,11,20,55,44,4,7,9,5,4,4,9,6,7,0,8,1,0,14,6,9,8.916666667,5755.514383
2002,3,4094.545238,30,6,10,23,26,13,20,53,46,9,7,10,7,4,3,7,4,4,1,7,0,2,11,7,10,9.5,5328.586633
2003,3.363636364,4593.483333,37,5,32,16,24,2,18,51,48,7,12,12,5,4,4,10,2,5,0,3,0,4,10,5,11,7.833333333,5326.477811
2004,2.545454545,4379.109091,28,14,14,25,21,3,21,46,53,6,8,14,5,3,2,7,6,5,0,9,0,2,9,3,15,7.666666667,5205.32678
2005,4,5382.063194,48,16,8,27,22,6,18,41,58,9,7,10,8,3,4,7,2,3,0,9,0,4,15,3,8,9,5896.282438
2006,3.083333333,5838.206944,37,5,10,24,21,18,18,67,32,6,7,8,6,5,5,9,5,10,0,4,0,0,7,7,13,7.583333333,5180.22454
2007,2.833333333,6147.590278,34,26,20,23,8,8,11,55,44,8,4,5,8,3,4,10,6,3,0,16,0,0,7,4,11,8.583333333,5389.29547
2008,3.272727273,6079.616667,36,8,11,25,19,19,16,41,58,7,7,10,7,1,1,14,8,5,0,4,0,0,11,5,7,8.5,5260.903704
2009,3.75,4626.804563,45,8,24,28,13,8,15,53,46,11,8,10,4,2,2,9,6,5,0,8,0,1,8,4,11,8.666666667,4843.254918
201,3.166666667,4072.927778,38,13,10,23,18,15,18,44,55,5,5,10,3,2,6,2,9,5,0,12,0,5,10,2,18,6.416666667,5309.219048
2010,4.090909091,5452.882576,45,8,26,11,24,6,22,57,42,1,9,11,11,1,1,7,0,2,0,10,0,1,14,5,16,8.75,5479.04756
2011,3,4418.228571,30,10,20,20,23,0,26,53,46,5,8,9,9,4,3,7,8,6,0,8,0,0,13,5,8,10.33333333,5025.957005
2012,2.916666667,3630.777778,35,5,28,22,14,5,22,48,51,8,4,4,3,2,7,12,3,2,0,8,0,2,15,2,19,8.75,5025.349044
2013,3.25,3846.407341,39,10,20,20,25,7,15,41,58,9,5,9,9,2,1,6,6,4,0,6,0,2,12,5,17,7.583333333,4377.811086
2014,2.666666667,5157.381944,32,9,15,21,21,9,21,43,56,7,8,15,5,0,9,5,8,1,0,7,0,0,6,6,16,9.333333333,5150.867905
2015,3.636363636,4540.360606,40,2,30,25,12,10,20,52,47,10,4,14,4,3,5,14,5,1,0,2,2,0,14,8,8,7.833333333,5132.995476
2016,2.75,4869.958333,33,18,6,27,21,3,24,57,42,2,7,6,11,0,1,11,10,2,1,5,2,4,12,7,13,7.416666667,5085.697054
2017,4.166666667,5232.821429,50,12,24,18,20,12,14,56,44,5,6,10,6,0,2,9,8,1,0,14,0,1,9,4,13,8.583333333,5320.809253
2018,3.4,5368.913571,34,5,35,20,8,17,11,67,32,4,5,6,9,3,6,8,4,5,0,12,1,2,9,4,13,8.833333333,5491.793684
2019,2.833333333,5574.729167,34,11,17,26,17,8,17,55,44,6,6,4,11,1,6,10,7,3,0,6,1,2,10,5,16,7.75,4836.927525
202,2.583333333,4987.17996,31,12,9,32,9,6,29,45,54,7,3,9,7,2,5,14,5,4,0,9,0,1,7,6,13,9.416666667,5513.421233
2020,3.333333333,4246.18254,40,15,17,17,22,12,15,40,60,7,7,11,7,9,3,11,4,1,1,7,0,4,9,6,11,8.166666667,5439.895094
2021,2.727272727,4929.893434,30,6,13,23,23,3,30,53,46,7,14,11,11,2,4,8,2,7,0,2,0,1,15,6,6,8,5923.423737
2022,3.916666667,5322.153725,47,4,14,31,25,8,14,46,53,8,6,9,7,1,5,6,7,4,0,14,1,0,6,9,10,9.25,5133.253265
2023,3,5294.181818,33,21,24,18,15,9,12,45,54,9,4,6,7,5,1,4,2,6,0,10,0,3,14,10,12,9.5,5485.707057
2024,3.75,4233.87004,45,11,20,24,20,11,13,53,46,8,7,9,9,2,2,9,6,2,0,4,0,1,12,7,9,8.5,4844.625718
2025,3.416666667,5026.143056,41,12,12,19,12,17,26,48,51,6,8,9,13,5,3,6,4,3,0,11,1,2,8,9,12,8.333333333,6072.403719
2026,3.416666667,7156.254464,41,14,17,14,36,7,9,51,48,7,10,7,5,2,0,10,6,5,0,5,1,0,16,3,16,7.583333333,5113.447685
2027,2.916666667,5239.594444,35,5,31,20,17,14,11,57,42,8,4,13,8,4,2,8,4,7,0,11,1,2,11,2,8,7.75,5182.537731
2028,3.333333333,4941.083333,40,10,15,27,20,5,22,50,50,9,11,10,6,1,3,12,2,6,0,7,3,3,7,10,9,8.25,5776.478495
2029,5.428571429,4735.165306,38,10,31,10,15,15,15,50,50,5,7,9,8,2,7,13,5,2,0,7,1,4,13,7,8,8.166666667,5620.799567
203,3.083333333,5354.443056,37,8,16,13,27,16,18,51,48,2,7,8,7,2,7,12,10,2,0,9,4,4,14,4,5,8.083333333,4985.923749
2030,2.5,5402.645833,30,6,10,36,23,6,16,53,46,1,4,15,9,2,9,11,2,2,0,8,1,0,15,4,11,7.083333333,5599.439646
2031,3,5535.427778,36,8,16,13,22,8,30,44,55,9,7,7,7,2,2,8,4,7,0,16,1,3,6,3,11,7.666666667,5084.201992
2032,3.25,5745.644444,39,7,17,12,7,17,35,46,53,13,2,9,3,4,2,9,7,7,0,3,0,1,15,3,16,7,5093.121825
2033,4.090909091,4411.558953,45,8,20,8,22,17,22,64,35,8,8,10,4,3,2,9,3,0,0,16,1,0,11,6,10,9.25,5246.697428
2034,3.583333333,5120.324405,43,18,25,11,20,9,13,46,53,7,5,4,5,4,6,11,5,7,1,13,1,5,12,3,7,8,5037.705639
2035,3.363636364,5447.662121,37,5,21,35,13,16,8,48,51,9,4,8,5,3,6,8,5,4,0,11,2,3,12,7,8,7.916666667,5160.131779
2036,3.416666667,4844.78125,41,9,14,26,9,19,19,56,43,11,11,8,3,1,5,8,2,6,0,11,1,2,9,8,6,8.916666667,5104.892588
2037,3.4,5010.713333,34,14,20,20,26,11,5,52,47,5,6,7,4,5,3,12,6,2,0,7,2,5,13,4,11,7.416666667,4958.459325
2038,2.916666667,4748.627778,35,5,42,5,17,8,20,60,40,7,9,8,10,0,3,8,5,7,0,11,0,2,5,7,11,9.833333333,5210.545767
2039,3.3,4905.836905,33,18,18,18,24,6,15,36,63,7,9,9,14,5,2,8,3,1,0,8,1,1,13,3,3,8.583333333,6082.914063
204,3.545454545,4628.022727,39,10,15,20,23,10,20,41,58,10,6,13,8,6,5,9,4,1,0,13,0,4,7,3,9,8.166666667,4981.59028
2040,3.416666667,6825.584028,41,12,24,17,14,4,26,56,43,4,10,8,7,0,1,11,2,4,0,11,0,4,10,4,16,5.583333333,4665.532672
2041,3.5,5362.8125,42,14,21,19,19,16,9,50,50,7,16,11,6,3,3,7,6,4,0,6,0,1,12,7,10,8.25,5862.781904
2042,3.363636364,5155.615584,37,10,21,24,16,13,13,45,54,9,6,10,6,1,5,12,5,0,0,9,0,3,11,3,12,7.166666667,5848.552216
2043,3.090909091,4154.363636,34,8,26,23,14,11,14,55,44,7,5,11,8,4,2,7,4,6,0,5,2,1,12,7,11,8.916666667,6220.122324
2044,2.833333333,6688.059524,34,17,17,14,11,20,17,52,47,6,12,8,5,1,6,10,2,3,1,10,1,0,16,5,7,7.416666667,5832.343089
2045,3.8,4975.691667,38,0,10,23,23,13,28,57,42,5,8,11,9,2,1,12,3,5,1,6,0,3,11,5,12,7.833333333,5090.203709
2046,2.833333333,5430.625,34,11,26,17,20,11,11,55,44,9,6,10,5,4,4,9,3,5,0,11,1,0,11,5,11,7.333333333,5051.722433
2047,2.636363636,5051.024242,29,10,27,3,24,6,27,37,62,7,5,13,4,3,3,7,1,1,0,13,3,2,13,6,10,8.833333333,5030.235429
2048,2.909090909,5690.151515,32,9,12,28,34,3,12,50,50,9,8,11,3,2,2,11,8,1,0,3,0,2,15,3,12,8.75,6120.483763
2049,2.916666667,6815.023611,35,5,28,20,14,11,20,57,42,8,8,7,12,2,7,6,4,2,0,8,3,4,4,7,13,7.916666667,4821.852171
205,3.083333333,5749.816667,37,5,21,13,32,13,13,67,32,17,6,1,10,5,7,8,5,2,0,2,0,1,15,7,8,6.583333333,5074.441435
2050,2.25,5108.145833,27,7,11,25,25,18,11,66,33,4,10,11,5,4,4,10,4,2,0,6,0,3,13,5,10,9.166666667,4980.688909
2051,4.166666667,5003.09375,50,14,18,14,16,10,28,60,40,5,9,8,11,3,4,7,8,2,0,9,0,1,9,2,9,8.5,4694.833312
2052,3.4,5398.666667,34,11,14,32,23,5,11,38,61,7,7,7,6,2,5,3,6,3,0,13,1,0,9,9,15,7.583333333,5401.910038
2053,4.166666667,4732.377315,50,12,22,8,30,12,16,58,42,16,6,6,9,1,7,4,5,3,0,5,4,3,6,14,10,8.25,5218.097382
2054,3,3732.58658,33,0,27,24,12,15,21,66,33,8,11,8,8,5,4,11,5,4,0,5,0,0,6,6,12,9.5,4904.399456
2055,3.181818182,5712.984091,35,17,11,25,14,8,22,51,48,8,7,11,4,3,9,9,3,1,1,8,2,4,12,4,10,8,5502.954419
2056,2.833333333,4701.402778,34,14,11,8,35,17,11,55,44,5,4,15,9,4,7,9,5,2,0,7,0,1,10,6,15,8.25,5405.028355
2057,2.454545455,5347.756061,27,0,22,22,18,7,29,59,40,9,8,6,11,4,2,6,7,3,0,10,1,1,16,2,12,8.166666667,5651.363955
2058,2.666666667,5448.097222,32,9,12,25,28,9,15,59,40,11,8,12,8,2,5,5,7,3,0,6,0,2,8,6,10,6.583333333,5793.443849
2059,3.090909091,4309.037879,34,5,29,17,14,0,32,47,52,7,7,11,7,2,6,13,4,3,0,9,1,2,13,4,9,8.166666667,5556.311285
206,2.75,5183.504762,33,3,27,15,12,12,30,51,48,12,9,6,6,5,5,10,7,3,0,10,1,0,9,3,7,6.416666667,4595.300827
2060,2.416666667,5344.090278,29,6,13,20,24,10,24,55,44,7,2,11,6,4,4,5,6,7,0,16,1,2,13,4,10,8.166666667,5430.72252
2061,3.090909091,6296.012121,34,5,14,20,23,14,20,44,55,11,11,11,7,3,2,7,7,3,1,5,2,3,14,5,7,8.25,4489.154129
2062,2.8,5231.583333,28,7,25,17,17,3,28,46,53,6,11,10,3,5,2,11,6,4,0,12,0,2,16,4,8,8.333333333,5361.341477
2063,4,5197.656944,48,12,20,31,8,12,14,60,39,9,4,12,7,1,1,13,6,5,0,7,0,2,10,5,11,9.25,5703.249129
2064,2.75,5943.319444,33,6,21,18,18,3,33,39,60,11,7,13,7,2,5,7,7,2,1,7,1,4,5,6,7,9.5,4677.566331
2065,3.833333333,4607.272619,46,17,23,10,19,17,10,54,45,11,5,11,8,3,7,10,3,4,0,7,0,3,8,4,10,9.75,5938.575029
2066,2.272727273,4655.318182,25,12,28,16,8,4,32,36,64,6,8,7,9,4,4,6,8,4,0,6,0,4,10,4,12,6.833333333,4675.159785
2067,3.454545455,5419.362121,38,2,23,28,28,7,7,44,55,6,8,5,8,8,3,5,4,4,0,8,2,3,7,3,16,7.416666667,5045.956651
2068,3.5,6592.842857,35,8,22,8,25,14,20,45,54,5,5,7,6,3,3,6,5,1,0,15,1,2,19,4,14,8,5803.786954
2069,3.333333333,4822.733532,40,10,22,17,12,22,15,60,40,5,8,13,11,5,5,8,6,4,0,4,1,2,7,6,8,7.75,4532.319676
207,3.636363636,4961.622511,40,12,20,22,17,10,17,52,47,6,6,9,4,4,4,10,7,6,0,10,0,3,15,5,7,8,6250.621551
2070,3.4,5392.766667,34,8,17,14,29,8,20,50,50,7,3,9,6,3,3,6,7,7,0,11,0,2,12,6,4,8.416666667,4976.548357
2071,3.083333333,5132.904762,37,16,16,16,13,5,32,48,51,13,7,13,7,2,4,10,0,4,0,8,0,2,10,6,6,10.16666667,5631.358164
2072,3.272727273,4982.076623,36,13,25,16,13,2,27,41,58,8,8,14,7,2,5,11,5,4,0,9,1,2,9,4,11,8.333333333,5193.692403
2073,2.916666667,5478.936111,35,17,8,25,31,0,17,42,57,11,6,12,5,3,3,7,8,6,0,8,0,0,11,7,6,9,4854.059988
2074,2.909090909,4099.219697,32,12,18,21,21,6,18,34,65,10,8,9,5,6,4,4,3,6,1,15,1,6,6,9,7,8.333333333,5055.404739
2075,3.416666667,5203.531944,41,9,12,24,24,12,17,41,58,12,8,11,7,2,6,10,4,7,0,4,1,3,7,2,10,7.833333333,5524.3208
2076,3.083333333,6574.5875,37,8,24,13,29,10,13,45,54,6,8,12,7,2,1,13,6,7,0,11,1,2,12,3,7,8.166666667,5049.676422
2077,3.166666667,6101.665079,38,10,23,21,13,13,18,44,55,8,7,11,6,7,3,4,7,3,0,6,0,0,13,7,5,8.416666667,5617.576461
2078,3.181818182,5001.761905,35,8,14,22,17,5,31,48,51,5,6,13,7,3,4,7,4,5,0,9,1,2,15,8,6,7.916666667,5763.003409
2079,3.583333333,5759.353571,43,2,30,18,25,6,16,51,48,2,7,8,5,6,2,7,3,9,0,11,0,2,10,7,9,8.666666667,4945.628638
208,3.111111111,5713.618783,28,21,10,14,10,17,25,50,50,12,9,10,9,2,2,8,6,3,0,5,0,3,8,4,13,7.833333333,5307.9208
2080,3.9,5538.764444,39,5,28,15,20,10,20,48,51,7,9,4,13,1,3,5,8,3,0,11,2,2,9,7,9,7.75,4463.475562
2081,2.833333333,5872.536111,34,11,14,23,29,11,8,73,26,4,11,7,4,3,5,9,2,4,0,8,2,0,9,11,13,9.083333333,5410.38227
2082,2.833333333,6430.561111,34,5,23,14,26,8,20,44,55,9,5,8,7,1,5,12,1,2,1,15,1,3,10,4,9,7.083333333,5809.876604
2083,3.909090909,5110.560606,43,9,25,13,25,9,16,41,58,10,4,4,13,1,1,16,3,3,0,5,1,1,12,5,10,8.75,4615.310916
2084,3.8,5451.096667,38,15,18,10,10,5,39,44,55,9,6,5,8,2,2,8,3,7,1,9,0,2,13,6,11,8.916666667,5292.817328
2085,3.909090909,4973.602597,43,6,23,20,25,2,20,62,37,5,11,4,11,7,5,9,3,3,1,10,0,2,4,3,14,7.083333333,4334.420406
2086,3,5764.138333,30,16,10,16,20,10,26,50,50,6,12,6,5,4,4,8,5,0,0,16,1,1,6,8,11,6,5669.110931
2087,2.909090909,5481.35303,32,9,15,25,18,18,12,53,46,11,8,10,7,4,2,5,1,7,0,15,1,0,10,4,11,8,5532.407723
2088,3.727272727,5391.981818,41,9,17,24,14,7,26,53,46,16,7,4,7,1,3,7,4,6,0,8,2,7,9,4,8,6.916666667,6381.527778
2089,2.833333333,4849.840278,34,17,17,11,26,11,14,47,52,4,6,12,7,1,6,9,8,1,0,9,0,2,8,8,12,7.583333333,5074.621771
209,3.333333333,4690.077778,40,12,27,7,25,10,17,47,52,7,3,6,11,5,2,5,10,2,0,17,0,0,8,8,8,6.5,6150.32662
2090,3.818181818,5381.474242,42,11,16,11,14,14,30,61,38,4,10,10,9,2,1,11,5,2,0,11,0,3,10,3,5,8.416666667,5398.215308
2091,2.583333333,4295.066667,31,0,22,25,22,6,22,48,51,9,5,4,6,2,5,5,6,3,0,4,2,4,11,11,15,7.333333333,4910.454159
2092,2.583333333,5968.808333,31,3,19,29,22,6,19,35,64,10,12,6,7,5,2,4,10,6,0,5,2,3,7,8,10,8.083333333,5526.779191
2093,2.75,5192.637698,33,6,18,15,27,18,15,60,39,3,8,11,8,2,3,3,6,1,0,12,0,1,10,7,16,9.166666667,6018.310728
2094,3.181818182,5951.75,35,2,22,8,22,5,37,40,60,7,7,8,10,3,4,6,3,4,0,8,2,1,12,4,13,7.416666667,5078.506283
2095,2.666666667,4523.443254,32,12,37,18,12,3,15,46,53,3,7,12,7,0,4,13,4,3,0,9,0,2,9,8,12,6.833333333,4690.720662
2096,2.636363636,5842.978788,29,10,24,20,24,6,13,51,48,7,10,10,2,2,4,5,6,3,0,5,1,4,16,6,12,7.416666667,4530.314144
2097,2.909090909,6028.742424,32,6,12,21,21,9,28,56,43,11,10,7,6,7,2,6,3,1,1,10,1,2,10,5,11,7.75,5167.175231
2098,3.25,4957.388889,39,2,38,12,20,5,20,43,56,14,1,5,8,4,8,8,5,2,0,7,0,2,13,3,11,9,5684.278942
2099,2.6,4580.908333,26,19,19,19,11,15,15,50,50,4,10,6,7,5,5,7,2,2,0,12,0,1,11,8,11,8.833333333,4572.713941
21,2.6,6500.2,26,7,30,11,19,11,19,53,46,5,4,3,10,0,3,11,5,3,0,8,0,3,17,5,14,8.666666667,5966.125463
210,3.666666667,4778.298611,44,20,22,11,13,15,15,45,54,6,5,11,5,3,5,10,2,3,0,7,2,5,7,7,17,6.666666667,4799.524934
2100,3,4886.451515,33,6,24,21,15,12,21,45,54,10,3,5,11,4,3,7,3,4,0,15,1,0,15,1,10,7,4943.592496
2101,3.666666667,4739.295139,44,9,13,13,31,15,15,54,45,10,7,7,7,4,5,8,5,4,1,9,0,2,8,4,12,7.083333333,4556.539194
2102,2.727272727,4560.114719,30,6,20,30,23,0,20,70,30,7,7,3,12,1,7,11,3,5,0,13,2,0,9,4,3,8.5,5407.883509
2103,3.3,4916.253571,33,6,27,18,33,12,3,45,54,8,9,7,6,3,4,7,6,2,0,10,0,3,10,7,11,7.75,4994.844289
2104,3.083333333,5985.740278,37,10,24,13,21,5,24,56,43,11,8,9,7,5,1,7,6,8,0,9,1,2,6,4,10,7.833333333,5068.692403
2105,2.545454545,5708.293939,28,17,17,21,10,14,17,39,60,8,16,6,11,1,1,7,6,4,0,7,1,2,16,3,10,8.25,5175.799372
2106,4.083333333,5207.743452,49,8,20,14,24,6,26,51,48,4,7,11,6,4,5,5,7,2,0,7,0,0,17,2,13,8.75,5014.836639
2107,2.916666667,4438.82619,35,17,14,25,25,2,14,51,48,7,5,11,5,4,6,8,2,5,0,8,0,0,11,3,13,8.583333333,4729.659963
2108,3.833333333,4658.104365,46,6,28,23,13,4,23,60,39,8,7,10,4,2,4,9,4,3,0,8,3,2,15,2,12,7.083333333,4643.036078
2109,2.916666667,6254.247222,35,2,25,17,20,8,25,62,37,8,6,11,10,0,5,5,8,4,0,10,1,3,8,4,13,8,5421.635414
211,2.727272727,5143.560606,30,3,20,13,26,20,16,56,43,6,4,12,11,2,4,10,5,6,1,6,3,0,5,7,10,7.333333333,4640.898214
2110,3.583333333,4542.374074,43,11,30,11,25,4,16,53,46,4,6,13,9,6,4,11,0,3,0,8,0,4,11,3,10,9.416666667,4906.316336
2111,3.916666667,4842.065079,47,14,8,27,23,14,10,61,38,6,6,8,8,3,7,7,6,6,0,8,1,4,9,6,10,7.916666667,5686.043155
2112,4,5124.097123,48,12,12,20,22,8,22,54,45,8,5,17,3,2,7,6,8,4,0,11,0,2,11,3,12,8.25,4275.474312
2113,3.818181818,5862.830087,42,9,16,23,16,9,23,52,47,11,2,23,7,2,2,11,2,3,0,8,0,1,9,3,4,8.583333333,5083.64813
2114,2.75,5185.645833,33,6,12,21,12,18,30,51,48,10,2,5,8,2,9,17,0,1,0,13,1,2,10,2,11,7,4403.771447
2115,3.583333333,5558.329167,43,6,23,25,18,6,18,53,46,8,2,6,7,4,4,11,7,5,0,9,0,3,11,3,13,9.083333333,5051.96222
2116,3,5489.509259,36,8,22,19,19,11,19,50,50,10,7,10,4,3,6,7,3,2,0,7,1,3,10,6,13,6.833333333,4603.537665
2117,3.5,5429.19,35,22,20,8,20,11,17,40,60,6,7,6,9,4,3,6,5,0,0,15,3,2,16,6,10,8.166666667,5504.359028
2118,3.25,5423.751389,39,12,17,20,28,5,15,46,53,3,5,5,3,2,2,8,6,4,0,12,4,3,10,8,17,7.166666667,4177.671167
2119,2.5,4618.8875,30,13,10,13,23,16,23,50,50,13,9,5,0,7,4,7,5,7,0,8,0,3,9,5,11,7,5742.736607
212,3.666666667,4365.445833,44,13,18,11,29,4,22,54,45,5,9,9,4,0,2,7,7,7,0,9,0,0,7,8,14,8.583333333,5904.20453
2120,3.636363636,5971.438636,40,10,27,12,25,12,12,42,57,4,6,9,4,3,3,6,5,5,2,18,0,1,14,1,12,7.333333333,5179.70086
2121,2.6,4299.846667,26,11,26,30,11,7,11,57,42,8,8,6,5,1,5,12,5,3,0,7,1,2,13,5,11,7.416666667,5189.795602
2122,3,5656.661111,36,11,19,22,22,5,19,50,50,10,5,10,2,3,1,9,6,3,0,11,0,4,12,6,8,8.666666667,5311.969814
2123,3.272727273,5325.633333,36,2,27,22,19,11,16,61,38,11,10,7,2,2,2,9,7,3,0,8,2,1,9,6,12,9.333333333,5248.198901
2124,3.916666667,4702.431052,47,2,27,19,17,8,25,51,48,3,6,8,2,6,1,12,3,0,0,11,0,1,23,3,14,6.5,5141.693687
2125,3.818181818,5299.8079,42,14,16,19,23,11,14,50,50,10,3,11,6,4,3,6,7,1,0,10,3,4,12,5,10,7.916666667,5490.198277
2126,3.166666667,4528.315972,38,0,13,28,23,10,23,65,34,9,4,14,5,1,4,12,8,5,0,8,0,0,15,1,11,8.083333333,5214.101268
2127,2.454545455,3816.940909,27,11,18,22,14,7,25,44,55,9,7,6,5,3,5,5,6,2,1,13,1,1,13,7,9,7.583333333,5292.863889
2128,3.166666667,5685.694444,38,10,23,15,10,13,26,52,47,3,7,8,10,2,5,7,3,0,0,8,1,1,11,7,17,8.75,5115.688088
2129,2.25,5183.75,27,11,18,25,7,3,33,44,55,11,5,6,11,4,5,10,5,6,1,6,2,1,8,6,8,7.916666667,5001.29285
213,2.727272727,4634.045455,30,20,23,6,20,13,16,53,46,13,4,4,9,3,2,6,6,1,0,9,0,8,10,2,17,7.25,4686.451554
2130,3.916666667,4443.076653,47,4,29,23,14,4,23,53,46,7,7,9,4,5,3,6,9,6,0,7,0,1,10,5,13,7.583333333,6244.777422
2131,3.8,5103.434286,38,7,18,15,18,5,34,44,55,4,3,9,7,1,3,14,3,6,0,8,0,0,14,5,14,9.5,5226.993873
2132,2.636363636,6180.20303,29,10,17,10,20,17,24,65,34,8,7,9,4,1,2,11,6,4,0,7,0,4,11,6,10,8.75,5156.455889
2133,3.9,6690.418333,39,10,17,17,20,12,20,35,64,10,8,9,5,7,5,9,2,1,0,9,0,4,8,7,9,7,5654.938244
2134,3.083333333,5973.981061,37,10,35,21,18,5,8,51,48,8,9,15,5,3,4,5,2,5,0,11,0,4,7,4,9,9.416666667,5350.807556
2135,3.5,5144.016667,42,9,26,26,21,7,9,59,40,6,5,7,7,4,3,14,3,5,0,12,0,0,11,5,7,8.666666667,5125.309821
2136,3.916666667,5104.048611,47,8,25,19,23,10,12,55,44,11,4,8,7,0,6,9,5,6,0,8,0,3,10,4,9,8.833333333,5417.059876
2137,2.583333333,4334.188889,31,0,22,22,12,9,32,54,45,5,8,5,10,1,6,14,4,7,0,9,2,1,10,3,11,8,5429.034028
2138,3.583333333,4948.225595,43,13,18,13,32,9,11,60,39,9,5,11,10,1,4,7,6,5,0,9,0,2,7,1,12,8.666666667,5433.090509
