ip_id,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cc_avg_freq_month,cc_avg_amt_month,sa_avg_freq_month,sa_avg_amt_month,total_use,EDC,Branch,KPlus,ATM,CDM,CorporateConnect,CR,DR,label
1760,1981.0,2009-02-27,1.0,46363.0,500.0,1.0,3.0,2.0,6,3.0,3.0,9.0,8.0,2.0,0.0,11.0,5.0,2.0,0.0,9.0,0.0,4.0,16.0,10.0,13.0,7.25,5551.64448953824,2.81818181818182,4628.516666666671,31.0,6.0,32.0,12.0,16.0,9.0,22.0,45.0,54.0,0.0
1761,1975.0,2011-02-19,0.0,43250.0,500.0,1.0,4.0,3.0,12,0.0,3.0,10.0,8.0,2.0,3.0,12.0,4.0,3.0,0.0,15.0,1.0,2.0,9.0,7.0,13.0,6.83333333333333,5137.16610750361,3.1666666666666696,5353.63888888889,38.0,13.0,15.0,21.0,23.0,7.0,18.0,34.0,65.0,0.0
1762,1991.0,2003-06-27,1.0,42743.0,500.0,1.0,1.0,3.0,5,10.0,7.0,9.0,8.0,4.0,2.0,6.0,10.0,5.0,0.0,10.0,2.0,5.0,8.0,7.0,6.0,8.25,5103.48141534392,3.0,3719.74545454545,33.0,12.0,33.0,15.0,18.0,12.0,9.0,54.0,45.0,0.0
1763,1987.0,2013-03-31,1.0,44476.0,500.0,1.0,1.0,6.0,9,5.0,8.0,9.0,5.0,5.0,2.0,11.0,5.0,3.0,0.0,9.0,0.0,3.0,11.0,6.0,11.0,7.90909090909091,4588.56900421326,2.6666666666666696,5094.68194444445,32.0,9.0,21.0,15.0,34.0,6.0,12.0,56.0,43.0,0.0
1764,1986.0,2014-11-26,0.0,49551.0,500.0,2.0,3.0,5.0,9,6.0,8.0,5.0,6.0,1.0,4.0,9.0,3.0,5.0,0.0,15.0,2.0,3.0,8.0,8.0,9.0,7.58333333333333,5427.388413438421,3.2727272727272703,6082.8287878787905,36.0,8.0,11.0,36.0,19.0,13.0,11.0,50.0,50.0,0.0
1765,1970.0,2011-03-08,2.0,46720.0,500.0,2.0,4.0,2.0,1,8.0,3.0,8.0,10.0,4.0,2.0,8.0,2.0,4.0,0.0,9.0,1.0,2.0,13.0,7.0,11.0,9.25,4317.910590009121,3.4166666666666696,5451.05,41.0,9.0,9.0,31.0,21.0,12.0,14.0,48.0,51.0,0.0
1766,1983.0,2010-09-09,0.0,44067.0,245.0,2.0,3.0,1.0,1,9.0,5.0,11.0,8.0,0.0,2.0,5.0,5.0,4.0,0.0,12.0,1.0,3.0,13.0,5.0,11.0,7.83333333333333,6795.57311507937,3.81818181818182,5761.923160173161,42.0,9.0,26.0,9.0,28.0,9.0,16.0,47.0,52.0,0.0
1767,1974.0,2009-03-16,1.0,46209.0,538527.0,2.0,1.0,2.0,12,5.0,9.0,13.0,6.0,3.0,5.0,4.0,6.0,2.0,1.0,10.0,1.0,5.0,8.0,7.0,8.0,7.66666666666667,4778.51097883598,3.0833333333333304,5536.14722222222,37.0,10.0,16.0,37.0,13.0,8.0,13.0,48.0,51.0,0.0
1768,1987.0,2018-01-11,1.0,45539.0,500.0,1.0,4.0,5.0,3,11.0,12.0,15.0,5.0,4.0,4.0,13.0,1.0,2.0,0.0,6.0,0.0,2.0,5.0,6.0,5.0,7.16666666666667,5797.2033424908395,3.6363636363636402,4320.685714285711,40.0,10.0,17.0,25.0,20.0,12.0,15.0,47.0,52.0,0.0
1769,1980.0,2012-01-09,0.0,38240.0,500.0,2.0,1.0,1.0,3,9.0,5.0,8.0,5.0,4.0,5.0,6.0,7.0,2.0,0.0,8.0,0.0,4.0,8.0,4.0,15.0,8.75,5208.84656084656,3.3333333333333304,4306.31944444444,40.0,12.0,20.0,25.0,15.0,10.0,17.0,32.0,67.0,0.0
1770,1976.0,2009-05-11,0.0,45698.0,299845.0,2.0,3.0,4.0,7,8.0,7.0,11.0,4.0,3.0,4.0,10.0,3.0,4.0,0.0,9.0,1.0,1.0,14.0,4.0,10.0,7.08333333333333,5510.031216931221,3.0833333333333304,4778.75416666667,37.0,5.0,16.0,21.0,32.0,5.0,18.0,59.0,40.0,0.0
1771,1972.0,2014-01-16,0.0,38747.0,500.0,1.0,4.0,2.0,8,8.0,6.0,9.0,8.0,2.0,4.0,10.0,10.0,3.0,0.0,2.0,0.0,1.0,8.0,7.0,12.0,8.75,4797.71806827432,3.9166666666666696,5808.1,47.0,8.0,17.0,12.0,29.0,17.0,14.0,46.0,53.0,0.0
1772,1983.0,2010-07-19,0.0,48480.0,1297106.0,1.0,2.0,2.0,9,8.0,7.0,4.0,8.0,3.0,4.0,13.0,3.0,3.0,0.0,9.0,0.0,1.0,8.0,3.0,19.0,6.91666666666667,4528.30615079365,2.90909090909091,5440.08874458875,32.0,9.0,18.0,18.0,21.0,9.0,21.0,43.0,56.0,0.0
1773,1983.0,2011-05-14,3.0,46415.0,420800.0,2.0,1.0,6.0,4,6.0,7.0,12.0,8.0,4.0,4.0,9.0,2.0,4.0,0.0,13.0,0.0,1.0,6.0,5.0,11.0,9.0,5491.10029160654,3.8333333333333304,4878.86448412698,46.0,13.0,30.0,15.0,17.0,8.0,15.0,67.0,32.0,0.0
1774,1975.0,2012-10-21,0.0,38876.0,500.0,1.0,3.0,3.0,8,5.0,7.0,8.0,14.0,1.0,6.0,5.0,7.0,3.0,0.0,8.0,0.0,4.0,11.0,4.0,9.0,9.0,5501.15588624339,3.0,4258.4303030303,33.0,15.0,24.0,21.0,18.0,9.0,12.0,48.0,51.0,0.0
1775,1982.0,2009-03-14,1.0,40321.0,255731.0,1.0,1.0,3.0,5,9.0,3.0,11.0,8.0,4.0,4.0,7.0,3.0,8.0,0.0,7.0,0.0,1.0,9.0,7.0,6.0,8.5,4715.814523208271,3.0833333333333304,4344.962301587299,37.0,2.0,27.0,24.0,24.0,2.0,18.0,56.0,43.0,0.0
1776,1983.0,2012-05-06,0.0,42515.0,500.0,2.0,4.0,6.0,11,8.0,7.0,8.0,3.0,0.0,7.0,9.0,7.0,1.0,0.0,9.0,2.0,3.0,17.0,3.0,8.0,6.75,5305.3422949735495,3.6,5147.90666666667,36.0,2.0,16.0,25.0,22.0,22.0,11.0,52.0,47.0,0.0
1777,1978.0,2015-12-04,0.0,45381.0,500.0,1.0,2.0,4.0,3,7.0,8.0,7.0,4.0,2.0,3.0,4.0,2.0,5.0,0.0,12.0,2.0,4.0,16.0,9.0,12.0,8.08333333333333,5363.155820105821,2.8333333333333304,5052.359722222221,34.0,20.0,17.0,17.0,20.0,2.0,20.0,47.0,52.0,0.0
1778,1989.0,2011-01-02,0.0,40720.0,500.0,2.0,3.0,4.0,5,4.0,2.0,13.0,17.0,2.0,5.0,8.0,1.0,6.0,0.0,9.0,0.0,1.0,14.0,6.0,10.0,8.16666666666667,5715.469179894179,3.5,5202.70972222222,42.0,9.0,19.0,21.0,11.0,11.0,26.0,54.0,45.0,0.0
1779,1975.0,2010-11-06,1.0,45114.0,1966646.0,2.0,1.0,5.0,6,7.0,7.0,8.0,7.0,2.0,2.0,6.0,7.0,3.0,0.0,7.0,0.0,2.0,19.0,8.0,10.0,6.91666666666667,5568.44427308802,3.3636363636363598,4135.935281385279,37.0,5.0,24.0,8.0,32.0,10.0,18.0,48.0,51.0,0.0
1780,1978.0,2015-09-07,0.0,40377.0,353959.0,2.0,3.0,5.0,5,4.0,6.0,10.0,9.0,2.0,6.0,10.0,1.0,3.0,1.0,13.0,0.0,2.0,9.0,9.0,9.0,7.83333333333333,4821.31838624339,2.81818181818182,3966.84632034632,31.0,9.0,6.0,19.0,16.0,12.0,35.0,54.0,45.0,0.0
1781,1980.0,2008-07-30,0.0,45374.0,671095.0,1.0,2.0,2.0,1,6.0,3.0,9.0,8.0,2.0,2.0,10.0,0.0,3.0,0.0,13.0,1.0,4.0,9.0,8.0,12.0,8.75,5392.97724266474,3.75,5198.1625,45.0,13.0,22.0,13.0,28.0,6.0,15.0,46.0,53.0,0.0
1782,1983.0,2008-09-18,0.0,36560.0,247126.0,2.0,1.0,4.0,9,12.0,2.0,5.0,7.0,4.0,1.0,9.0,3.0,14.0,0.0,11.0,0.0,4.0,6.0,5.0,10.0,7.33333333333333,5735.6735539923,4.36363636363636,4722.970779220779,48.0,10.0,25.0,18.0,10.0,10.0,25.0,47.0,52.0,0.0
1783,1981.0,2010-06-03,1.0,48837.0,94935.0,2.0,3.0,2.0,11,6.0,11.0,12.0,4.0,3.0,6.0,12.0,7.0,4.0,0.0,8.0,0.0,1.0,8.0,5.0,9.0,8.0,5326.27278947904,4.0,6233.37373737374,44.0,9.0,20.0,20.0,25.0,9.0,15.0,56.0,43.0,0.0
1784,1976.0,2004-01-18,1.0,46067.0,29733.0,1.0,1.0,4.0,2,8.0,7.0,8.0,11.0,5.0,4.0,7.0,4.0,4.0,0.0,6.0,1.0,0.0,9.0,5.0,14.0,7.66666666666667,5419.35221560847,3.1666666666666696,4350.06944444444,38.0,10.0,31.0,15.0,15.0,13.0,13.0,44.0,55.0,0.0
1785,1969.0,2011-05-25,0.0,40676.0,780304.0,2.0,4.0,5.0,3,6.0,9.0,8.0,9.0,2.0,0.0,12.0,2.0,4.0,0.0,12.0,1.0,3.0,13.0,3.0,9.0,6.83333333333333,4568.5291005291,2.9166666666666696,7869.55277777778,35.0,14.0,25.0,22.0,17.0,11.0,8.0,42.0,57.0,0.0
1786,1974.0,2013-01-28,0.0,40745.0,190988.0,2.0,2.0,5.0,2,11.0,12.0,10.0,8.0,2.0,4.0,12.0,3.0,4.0,0.0,3.0,3.0,2.0,3.0,7.0,13.0,8.08333333333333,5285.2087962963,3.9166666666666696,5129.17817460317,47.0,10.0,29.0,10.0,19.0,8.0,21.0,51.0,48.0,0.0
1787,1975.0,2011-04-03,0.0,37871.0,500.0,1.0,1.0,6.0,3,9.0,0.0,12.0,9.0,5.0,4.0,12.0,6.0,1.0,0.0,13.0,0.0,2.0,4.0,4.0,12.0,7.25,4416.16863487819,3.45454545454545,4898.28737373737,38.0,18.0,23.0,31.0,5.0,5.0,15.0,47.0,52.0,0.0
1788,1977.0,2007-10-16,1.0,41358.0,500.0,1.0,3.0,4.0,5,10.0,8.0,9.0,4.0,4.0,5.0,8.0,3.0,4.0,0.0,5.0,1.0,3.0,11.0,7.0,13.0,7.91666666666667,5441.611187423689,3.3333333333333304,6209.11388888889,40.0,10.0,20.0,22.0,22.0,12.0,12.0,60.0,40.0,0.0
1789,1973.0,2012-05-04,2.0,39558.0,150205.0,1.0,4.0,4.0,7,12.0,12.0,11.0,9.0,1.0,0.0,5.0,4.0,4.0,0.0,11.0,1.0,1.0,10.0,6.0,13.0,8.33333333333333,5120.38042628668,2.5833333333333304,5791.52083333333,31.0,12.0,16.0,12.0,29.0,12.0,16.0,48.0,51.0,0.0
1790,1978.0,2016-05-25,0.0,41749.0,500.0,2.0,2.0,6.0,1,10.0,5.0,8.0,7.0,2.0,0.0,12.0,4.0,2.0,1.0,11.0,2.0,2.0,14.0,4.0,10.0,7.41666666666667,4866.1121001683505,3.5,5263.159722222221,42.0,7.0,19.0,16.0,42.0,7.0,7.0,42.0,57.0,0.0
1791,1978.0,2011-10-12,0.0,45193.0,383906.0,2.0,1.0,1.0,9,10.0,5.0,10.0,10.0,4.0,5.0,7.0,3.0,4.0,0.0,14.0,0.0,3.0,7.0,3.0,8.0,7.41666666666667,5454.14236111111,3.81818181818182,4697.738636363641,42.0,2.0,19.0,26.0,21.0,7.0,23.0,50.0,50.0,0.0
1792,1983.0,2012-08-21,0.0,39108.0,40557.0,2.0,1.0,3.0,9,8.0,1.0,10.0,7.0,0.0,4.0,9.0,6.0,3.0,0.0,17.0,0.0,5.0,8.0,6.0,6.0,8.91666666666667,4540.2434042809,2.9166666666666696,4954.88611111111,35.0,11.0,14.0,14.0,14.0,25.0,20.0,54.0,45.0,0.0
1793,1982.0,2011-01-23,0.0,38579.0,105359.0,1.0,1.0,5.0,9,7.0,7.0,11.0,4.0,3.0,2.0,10.0,3.0,4.0,0.0,13.0,0.0,2.0,12.0,2.0,13.0,7.33333333333333,5500.66633597884,2.90909090909091,4838.26893939394,32.0,9.0,25.0,12.0,28.0,3.0,21.0,37.0,62.0,0.0
1794,1981.0,2010-10-23,0.0,43914.0,500.0,1.0,4.0,1.0,7,9.0,2.0,8.0,11.0,5.0,3.0,10.0,4.0,8.0,0.0,7.0,1.0,3.0,10.0,6.0,6.0,7.75,5600.33229316979,3.90909090909091,4284.62424242424,43.0,16.0,23.0,23.0,9.0,6.0,20.0,41.0,58.0,0.0
1795,1979.0,2005-06-30,0.0,44303.0,484535.0,2.0,1.0,2.0,4,5.0,4.0,9.0,8.0,3.0,9.0,6.0,1.0,5.0,0.0,9.0,2.0,3.0,13.0,6.0,9.0,7.16666666666667,5336.63802910053,3.5833333333333304,6894.43452380952,43.0,11.0,25.0,4.0,23.0,11.0,23.0,48.0,51.0,0.0
1796,1984.0,2005-06-29,1.0,47738.0,500.0,1.0,4.0,4.0,11,3.0,5.0,11.0,4.0,3.0,4.0,10.0,4.0,1.0,1.0,14.0,0.0,3.0,14.0,4.0,11.0,7.25,6066.0039021164,3.9166666666666696,5635.71111111111,47.0,10.0,19.0,23.0,12.0,8.0,25.0,40.0,59.0,0.0
1797,1970.0,2018-02-13,0.0,37263.0,500.0,1.0,4.0,1.0,11,5.0,3.0,6.0,4.0,2.0,5.0,9.0,5.0,3.0,0.0,15.0,2.0,1.0,10.0,6.0,14.0,8.83333333333333,6463.177519240021,3.8333333333333304,6343.98849206349,46.0,10.0,19.0,28.0,13.0,8.0,19.0,41.0,58.0,0.0
1798,1976.0,2006-02-12,0.0,44893.0,313848.0,1.0,4.0,6.0,9,13.0,5.0,6.0,10.0,4.0,4.0,12.0,1.0,2.0,0.0,12.0,1.0,1.0,15.0,3.0,10.0,8.25,5452.27599206349,3.7272727272727297,5588.4538961039,41.0,17.0,9.0,9.0,26.0,14.0,21.0,43.0,56.0,0.0
1799,1990.0,2010-04-05,0.0,45404.0,311928.0,2.0,1.0,1.0,7,8.0,11.0,7.0,15.0,2.0,5.0,5.0,3.0,3.0,0.0,6.0,0.0,2.0,11.0,5.0,10.0,7.41666666666667,5405.01846001221,3.0,4194.3125,36.0,8.0,25.0,16.0,16.0,13.0,19.0,50.0,50.0,0.0
1800,1974.0,2012-06-30,2.0,38681.0,500.0,2.0,2.0,3.0,4,8.0,9.0,7.0,8.0,1.0,2.0,7.0,4.0,3.0,0.0,13.0,4.0,4.0,9.0,5.0,13.0,8.08333333333333,6037.54196127946,2.7272727272727297,5213.04545454546,30.0,6.0,20.0,26.0,13.0,13.0,20.0,66.0,33.0,0.0
1801,1977.0,2009-01-10,0.0,44573.0,500.0,1.0,3.0,4.0,9,5.0,8.0,6.0,4.0,3.0,5.0,11.0,6.0,7.0,0.0,11.0,0.0,2.0,9.0,3.0,13.0,9.08333333333333,5074.105447214821,2.6363636363636402,3554.4772727272707,29.0,6.0,24.0,13.0,34.0,13.0,6.0,55.0,44.0,0.0
1802,1974.0,2007-07-27,1.0,37112.0,500.0,1.0,4.0,3.0,3,6.0,6.0,12.0,6.0,1.0,5.0,8.0,10.0,6.0,1.0,4.0,2.0,3.0,11.0,4.0,12.0,8.08333333333333,4261.23148148148,2.8333333333333304,4647.902777777779,34.0,14.0,29.0,2.0,17.0,11.0,23.0,64.0,35.0,0.0
1803,1985.0,2010-07-02,1.0,46001.0,127178.0,1.0,4.0,1.0,12,6.0,6.0,10.0,7.0,1.0,5.0,8.0,4.0,2.0,0.0,10.0,0.0,0.0,12.0,7.0,10.0,8.5,5000.22817460317,4.33333333333333,4940.82638888889,52.0,19.0,13.0,26.0,17.0,5.0,17.0,48.0,51.0,0.0
1804,1975.0,2014-05-13,0.0,44575.0,500.0,2.0,3.0,5.0,8,11.0,11.0,9.0,6.0,0.0,4.0,4.0,1.0,1.0,0.0,16.0,0.0,1.0,10.0,4.0,8.0,8.41666666666667,5302.30519179894,3.4166666666666696,6190.88194444444,41.0,9.0,12.0,17.0,26.0,12.0,21.0,48.0,51.0,0.0
1805,1972.0,2011-12-21,0.0,46535.0,500.0,2.0,4.0,2.0,11,6.0,6.0,11.0,10.0,0.0,6.0,8.0,5.0,2.0,0.0,12.0,0.0,1.0,13.0,6.0,7.0,9.25,5477.913526288529,3.54545454545455,5999.160173160171,39.0,12.0,10.0,28.0,17.0,7.0,23.0,56.0,43.0,0.0
1806,1981.0,2016-05-17,0.0,36823.0,500.0,1.0,1.0,2.0,12,9.0,4.0,10.0,9.0,1.0,4.0,13.0,3.0,5.0,0.0,11.0,0.0,0.0,7.0,6.0,6.0,8.58333333333333,4891.490013227511,4.16666666666667,4322.36011904762,50.0,10.0,26.0,18.0,20.0,16.0,10.0,50.0,50.0,0.0
1807,1984.0,2015-08-15,2.0,41979.0,389413.0,2.0,2.0,5.0,8,9.0,6.0,6.0,6.0,5.0,2.0,10.0,5.0,6.0,0.0,15.0,0.0,1.0,6.0,2.0,15.0,6.41666666666667,6046.15704365079,3.3636363636363598,4700.26893939394,37.0,13.0,24.0,13.0,21.0,8.0,18.0,54.0,45.0,0.0
1808,1988.0,2010-08-16,0.0,37317.0,1107210.0,2.0,2.0,1.0,2,10.0,7.0,15.0,4.0,1.0,4.0,15.0,1.0,4.0,1.0,9.0,3.0,3.0,3.0,1.0,13.0,5.5,4624.110416666671,2.81818181818182,5671.113636363641,31.0,3.0,32.0,22.0,9.0,16.0,16.0,58.0,41.0,0.0
1809,1982.0,2009-11-18,1.0,46726.0,464334.0,1.0,2.0,3.0,2,5.0,8.0,6.0,8.0,3.0,2.0,13.0,2.0,10.0,0.0,13.0,2.0,1.0,10.0,2.0,8.0,7.16666666666667,6043.06223544974,2.9166666666666696,6336.16527777778,35.0,14.0,14.0,17.0,20.0,8.0,25.0,37.0,62.0,0.0
1810,1983.0,2010-10-01,0.0,44037.0,212888.0,2.0,3.0,5.0,5,5.0,7.0,10.0,8.0,4.0,3.0,6.0,6.0,3.0,0.0,13.0,0.0,2.0,14.0,4.0,8.0,9.58333333333333,5459.16955128205,3.3333333333333304,6633.01686507937,40.0,15.0,17.0,12.0,25.0,10.0,20.0,60.0,40.0,0.0
1811,1986.0,2006-07-03,0.0,40423.0,18812.0,1.0,3.0,5.0,6,9.0,7.0,10.0,11.0,5.0,6.0,7.0,3.0,2.0,0.0,5.0,1.0,0.0,10.0,6.0,4.0,8.41666666666667,5275.61799196174,2.90909090909091,5121.27070707071,32.0,9.0,21.0,15.0,15.0,18.0,18.0,59.0,40.0,0.0
1812,1973.0,2011-07-05,1.0,45473.0,500.0,1.0,2.0,5.0,4,5.0,6.0,13.0,5.0,1.0,3.0,13.0,2.0,7.0,0.0,12.0,0.0,2.0,10.0,10.0,6.0,6.66666666666667,5930.86448412698,3.7272727272727297,7668.75,41.0,14.0,21.0,12.0,21.0,14.0,14.0,53.0,46.0,0.0
1813,1980.0,2008-12-20,3.0,45910.0,500.0,2.0,1.0,4.0,7,11.0,4.0,8.0,5.0,2.0,4.0,8.0,4.0,2.0,0.0,15.0,1.0,7.0,11.0,9.0,9.0,8.33333333333333,5175.18511904762,4.0,6133.613203463199,44.0,4.0,22.0,20.0,29.0,9.0,13.0,61.0,38.0,0.0
1814,1980.0,2014-10-24,0.0,38087.0,288952.0,2.0,2.0,6.0,5,4.0,7.0,13.0,11.0,1.0,4.0,5.0,4.0,2.0,0.0,6.0,2.0,3.0,13.0,7.0,5.0,8.5,4766.827558321311,3.25,6257.09583333333,39.0,12.0,17.0,28.0,12.0,5.0,23.0,43.0,56.0,0.0
1815,1982.0,2005-09-13,1.0,34666.0,500.0,2.0,3.0,6.0,9,6.0,9.0,17.0,9.0,1.0,2.0,11.0,1.0,4.0,0.0,11.0,0.0,0.0,9.0,6.0,14.0,8.33333333333333,5119.23037541162,3.6666666666666696,5112.48842592593,44.0,6.0,20.0,18.0,25.0,4.0,25.0,54.0,45.0,0.0
1816,1974.0,2014-04-21,1.0,43786.0,500.0,2.0,1.0,4.0,1,2.0,3.0,12.0,7.0,2.0,2.0,12.0,7.0,2.0,1.0,7.0,0.0,6.0,8.0,11.0,12.0,6.75,4694.48926166426,3.81818181818182,6365.534090909089,42.0,9.0,19.0,11.0,28.0,11.0,19.0,59.0,40.0,0.0
1817,1979.0,2011-10-30,1.0,45685.0,8478.0,2.0,2.0,5.0,5,7.0,6.0,16.0,6.0,1.0,3.0,8.0,7.0,4.0,0.0,5.0,0.0,1.0,13.0,4.0,12.0,7.5,5298.35826719577,2.6666666666666696,3730.96944444444,32.0,6.0,12.0,40.0,18.0,3.0,18.0,62.0,37.0,0.0
1818,1974.0,2004-10-04,0.0,35743.0,500.0,1.0,3.0,6.0,5,11.0,5.0,10.0,8.0,0.0,4.0,7.0,9.0,4.0,0.0,6.0,0.0,0.0,8.0,7.0,9.0,8.66666666666667,4888.2740181115205,3.81818181818182,5450.29545454546,42.0,4.0,23.0,19.0,23.0,11.0,16.0,50.0,50.0,0.0
1819,1981.0,2006-09-08,0.0,43504.0,135931.0,2.0,4.0,4.0,12,7.0,7.0,9.0,5.0,1.0,4.0,12.0,3.0,3.0,0.0,12.0,1.0,2.0,8.0,4.0,12.0,8.83333333333333,5223.47560865061,4.7,5752.55777777778,47.0,8.0,21.0,23.0,14.0,12.0,19.0,61.0,38.0,0.0
1820,1985.0,2010-04-02,0.0,39927.0,110127.0,2.0,4.0,1.0,9,6.0,7.0,6.0,9.0,0.0,2.0,11.0,7.0,7.0,0.0,9.0,1.0,1.0,10.0,3.0,15.0,7.75,5067.51884920635,3.6363636363636402,5866.9212121212095,40.0,5.0,10.0,20.0,32.0,10.0,22.0,60.0,40.0,0.0
1821,1975.0,2010-03-21,0.0,39314.0,607925.0,2.0,3.0,3.0,12,6.0,5.0,7.0,4.0,7.0,4.0,7.0,6.0,4.0,1.0,12.0,3.0,1.0,11.0,6.0,6.0,7.33333333333333,5246.682638888889,3.09090909090909,5962.73484848485,34.0,11.0,11.0,17.0,20.0,8.0,29.0,64.0,35.0,0.0
1822,1971.0,2008-10-05,0.0,43311.0,500.0,2.0,2.0,5.0,4,9.0,5.0,7.0,5.0,4.0,3.0,6.0,4.0,4.0,1.0,13.0,2.0,1.0,12.0,3.0,15.0,7.75,4698.900124643879,3.0833333333333304,5688.531944444439,37.0,2.0,18.0,13.0,21.0,24.0,18.0,62.0,37.0,0.0
1823,1972.0,2010-07-22,0.0,47724.0,500.0,1.0,4.0,4.0,5,9.0,7.0,4.0,7.0,5.0,10.0,6.0,3.0,4.0,0.0,8.0,1.0,3.0,16.0,4.0,9.0,8.0,5515.481271043771,3.4166666666666696,4665.14226190476,41.0,2.0,26.0,12.0,29.0,7.0,21.0,73.0,26.0,0.0
1824,1987.0,2009-02-06,0.0,39670.0,471261.0,1.0,4.0,1.0,12,10.0,9.0,7.0,8.0,0.0,5.0,10.0,5.0,6.0,0.0,10.0,0.0,0.0,11.0,7.0,9.0,8.08333333333333,5186.03291615792,2.8333333333333304,6035.83611111111,34.0,8.0,20.0,41.0,14.0,5.0,8.0,52.0,47.0,0.0
1825,1979.0,2008-07-01,0.0,46740.0,305827.0,2.0,4.0,6.0,8,9.0,9.0,12.0,6.0,4.0,4.0,8.0,5.0,2.0,0.0,7.0,1.0,2.0,7.0,7.0,9.0,7.58333333333333,5680.94397338772,2.6666666666666696,5126.0,32.0,6.0,15.0,21.0,21.0,9.0,25.0,62.0,37.0,0.0
1826,1976.0,2016-10-07,0.0,36745.0,153550.0,2.0,1.0,1.0,4,8.0,10.0,10.0,12.0,4.0,4.0,8.0,0.0,7.0,0.0,9.0,0.0,1.0,14.0,7.0,5.0,8.25,4764.75924723425,2.54545454545455,5936.893939393941,28.0,7.0,28.0,17.0,14.0,10.0,21.0,75.0,25.0,0.0
1827,1973.0,2011-05-04,2.0,40137.0,500.0,2.0,1.0,6.0,5,8.0,7.0,11.0,7.0,3.0,5.0,8.0,2.0,1.0,0.0,16.0,0.0,2.0,12.0,4.0,6.0,9.16666666666667,5793.3798026048,3.5833333333333304,5628.9287037037,43.0,6.0,11.0,23.0,25.0,6.0,25.0,41.0,58.0,0.0
1828,1981.0,2009-12-03,0.0,51447.0,497246.0,2.0,4.0,4.0,3,7.0,9.0,11.0,9.0,3.0,1.0,5.0,9.0,2.0,0.0,6.0,1.0,0.0,9.0,12.0,10.0,6.41666666666667,4681.36550925926,3.0,5722.4803030303,33.0,12.0,12.0,30.0,24.0,12.0,9.0,63.0,36.0,0.0
1829,1984.0,2003-03-26,1.0,43865.0,500.0,2.0,3.0,4.0,4,8.0,7.0,9.0,6.0,1.0,4.0,5.0,7.0,3.0,0.0,11.0,0.0,2.0,13.0,4.0,6.0,8.41666666666667,4500.684226190479,3.3636363636363598,4999.0303030303,37.0,5.0,18.0,18.0,21.0,8.0,27.0,56.0,43.0,0.0
1830,1969.0,2010-01-23,0.0,45561.0,75066.0,2.0,4.0,4.0,6,4.0,7.0,12.0,7.0,0.0,4.0,15.0,9.0,5.0,0.0,3.0,0.0,4.0,14.0,6.0,9.0,8.25,5443.821717171721,2.9166666666666696,6135.87916666667,35.0,11.0,17.0,14.0,25.0,8.0,22.0,48.0,51.0,0.0
1831,1986.0,2010-06-22,0.0,43119.0,500.0,1.0,1.0,4.0,3,5.0,6.0,11.0,7.0,4.0,3.0,6.0,4.0,5.0,0.0,8.0,3.0,2.0,15.0,8.0,6.0,7.66666666666667,4714.36408730159,3.25,4673.04861111111,39.0,15.0,33.0,20.0,15.0,12.0,2.0,51.0,48.0,0.0
1832,1977.0,2008-08-06,0.0,49114.0,44912.0,1.0,4.0,4.0,8,10.0,7.0,5.0,9.0,0.0,5.0,5.0,6.0,7.0,0.0,9.0,1.0,6.0,11.0,4.0,11.0,8.0,5549.3115470178,3.4166666666666696,4262.768055555561,41.0,7.0,24.0,12.0,21.0,2.0,31.0,36.0,63.0,0.0
1833,1984.0,2014-05-30,3.0,40686.0,245034.0,2.0,2.0,3.0,8,5.0,5.0,6.0,10.0,1.0,6.0,13.0,2.0,4.0,0.0,10.0,1.0,2.0,10.0,2.0,10.0,8.58333333333333,4829.52874000999,4.08333333333333,5158.43055555556,49.0,10.0,14.0,16.0,22.0,14.0,22.0,55.0,44.0,0.0
1834,1976.0,2007-12-26,0.0,39259.0,500.0,1.0,4.0,3.0,8,6.0,4.0,12.0,7.0,3.0,2.0,6.0,2.0,4.0,0.0,6.0,0.0,0.0,13.0,4.0,17.0,8.41666666666667,4934.371067821071,3.4166666666666696,5511.6388888888905,41.0,21.0,21.0,9.0,17.0,0.0,29.0,48.0,51.0,0.0
1835,1979.0,2009-12-31,0.0,42114.0,500.0,1.0,4.0,4.0,5,10.0,9.0,14.0,6.0,2.0,2.0,6.0,5.0,4.0,0.0,10.0,1.0,2.0,14.0,6.0,6.0,8.08333333333333,5096.25595978096,3.7272727272727297,4251.9,41.0,12.0,21.0,9.0,19.0,9.0,26.0,46.0,53.0,0.0
1836,1978.0,2009-07-21,0.0,45979.0,386531.0,2.0,2.0,1.0,8,8.0,6.0,10.0,3.0,1.0,4.0,17.0,5.0,9.0,0.0,9.0,1.0,1.0,10.0,2.0,13.0,8.25,5233.87300084175,3.90909090909091,4317.74761904762,43.0,9.0,25.0,18.0,20.0,11.0,13.0,44.0,55.0,0.0
